Generation gvNormUnres1 sd zMean AdditGenicVar1 zSdGenic SDGenicSt SDSt zMeanGenic scenario Rep
15 1.33796968141157 2.11432028179066 0.575166090402015 4.1982794165 2.04897033080033 0.85904591976712 0.908903502978346 0.273773439445623 Class 0
16 1.09288015201538 2.29140577019708 0.469807061436521 4.1693569243 2.04190032183258 0.853127840847394 0.985028970877141 0.223623571054784 Class 0
17 1.10915584398281 2.14861149078091 0.476803652052426 4.1268979789 2.03147679752932 0.844439952266149 0.923644599793726 0.226953879828673 Class 0
18 1.08648781816995 2.13354232787553 0.467059126473992 4.0916544681 2.02278384117038 0.837228475575956 0.917166671605834 0.222315580860963 Class 0
19 0.720920263869132 1.82974515498246 0.309909032639655 4.0581466908 2.01448422451009 0.830372162187928 0.786570414730515 0.147513671610441 Class 0
20 0.34498896568691 1.8817010170339 0.14830377503524 3.9909019724 1.99772419828163 0.816612644243416 0.808905188428478 0.0705911479339626 Class 0
21 3.48667204375515 2.05367320968609 1.49884975404162 4.1326708928 2.03289716729598 0.845621197638115 0.882832553957068 0.713437838606565 Class 0
22 3.30979767851904 2.01067555608731 1.42281504372138 4.1037030028 2.02575985812731 0.839693829485591 0.864348732791295 0.677246059381409 Class 0
23 3.32373242213568 1.95990087051988 1.42880530801357 4.1075035011 2.02669768369631 0.840471482003159 0.842521722961084 0.680097366657393 Class 0
24 3.63182858448755 2.06363278916648 1.56124961346129 4.0962441855 2.0239180283549 0.838167616975134 0.887113975629969 0.743139562020589 Class 0
25 4.12728176231685 2.09092810392928 1.77423490843724 4.0775324661 2.01929008963546 0.834338851757835 0.898847679088462 0.844518481483921 Class 0
26 4.0960680851503 2.05329836237789 1.7608167802748 4.0741427938 2.01845059236039 0.833645261867839 0.88267141468482 0.838131583578681 Class 0
27 4.7370941327705 2.00016093552115 2.03638090610767 4.0766760654 2.01907802360384 0.834163616273477 0.859828710187637 0.969297415111556 Class 0
28 4.95338933273884 2.00554513754095 2.12936183554479 4.0545722929 2.01359685461117 0.829640774010297 0.862143269679251 1.0135554290655 Class 0
29 5.38411039431501 2.00603951580206 2.31452010368644 4.0543056448 2.01353064163424 0.829586212858074 0.862355792889284 1.10168895563607 Class 0
30 5.69717936834462 1.94711462156803 2.44910212024277 4.0421112194 2.01050024108429 0.827091007002408 0.837025173283923 1.16574868060074 Class 0
31 6.23017448553937 1.91682634822426 2.67822593523942 4.0484969781 2.01208771630364 0.828397651799391 0.824004857498085 1.27480937791461 Class 0
32 6.49323753073269 1.88443022093515 2.79131141492742 4.0361050454 2.0090059844112 0.825862032282947 0.810078417956453 1.32863696135907 Class 0
33 6.81707089995896 1.9594028578002 2.93052082714654 4.0294456825 2.00734792263324 0.824499402986524 0.842307637370863 1.39489928144785 Class 0
34 6.84812219272138 1.89747714851618 2.94386914953971 4.0221396362 2.00552727136781 0.823004450259228 0.815687028101107 1.40125295248895 Class 0
35 7.254452515158 1.83253261246424 3.11854233250525 4.0151894483 2.00379376391384 0.82158231276794 0.787768686293913 1.48439568095885 Class 0
36 7.40724483146257 1.818990796523 3.18422465732303 4.008582046 2.00214436192798 0.82023031557505 0.781947333657948 1.51565982583147 Class 0
37 7.73763131424545 1.93103281943692 3.32625112044892 4.0041048904 2.0010259594518 0.819314206410132 0.830111931985028 1.58326303462825 Class 0
38 8.00666304551942 1.84493302669161 3.44190241749846 3.9927844793 1.99819530559453 0.816997840108422 0.793099373430915 1.63831192206782 Class 0
39 8.20455108340979 1.85928172904381 3.52697048045236 3.9954883454 1.99887176812321 0.817551101316257 0.799267590206503 1.67880348888739 Class 0
40 8.28084244510524 1.88306711644251 3.55976659298515 3.9794843976 1.99486450607554 0.814276396444608 0.809492446919348 1.69441411802284 Class 0
41 8.36145421209494 1.87059965364968 3.59441996032464 3.940565256 1.9850857049508 0.806312817445812 0.804132936960879 1.7109087823002 Class 0
42 9.13900074661517 1.85886194806234 3.92867148079702 3.8873429103 1.97163457828777 0.795422537314783 0.79908713485741 1.87000924028389 Class 0
43 9.31346712103385 1.86167012448373 4.00367104459384 3.9075842028 1.97676103836554 0.799564281588544 0.800294313073674 1.90570829987766 Class 0
44 9.52263554674456 1.80508700983277 4.09358831799762 3.8589854006 1.96443004472035 0.789620064304815 0.775970377121964 1.9485080434928 Class 0
45 9.79232502109363 1.90470946812403 4.20952236548481 3.8515965892 1.96254849346456 0.788108176301327 0.818796055944642 2.00369151737812 Class 0
46 9.73557979187009 1.81970728356623 4.18512873975896 3.8745123396 1.96837809874018 0.792797164319169 0.782255336938736 1.99208038986737 Class 0
47 10.4605040609 1.94541060015952 4.49675901318059 3.8267922216 1.95621885830804 0.783032742137646 0.836292648963611 2.14041335527287 Class 0
48 9.89787811919696 1.77179147553333 4.25489750634809 3.8398445147 1.95955212094499 0.785703483653109 0.76165730070732 2.0252896410971 Class 0
49 11.2462838248752 1.83660574604343 4.834549832385 3.8163614439 1.95355098318421 0.780898411347759 0.78951964399418 2.30119848487276 Class 0
50 11.0434560319793 1.95204283247363 4.74735826871689 3.8002550936 1.94942429799159 0.777602753023262 0.839143711423153 2.25969615246061 Class 0
51 11.1123800238512 1.80592687740332 4.77698729805138 3.7965405304 1.94847133168543 0.776842684422745 0.776331419194675 2.27379928093723 Class 0
52 12.411987262244 1.8426615825928 5.33566215050598 3.7519281735 1.93698946138073 0.767714167865338 0.792122925578613 2.53972305224539 Class 0
53 11.114065599417 1.79248889982602 4.77771189287718 3.8129865826 1.95268701603713 0.780207852063365 0.770554704570052 2.27414418099475 Class 0
54 12.5424417504751 1.87412469715871 5.39174189507152 3.7272690795 1.93061365360861 0.762668459377571 0.805648281831334 2.56641646273871 Class 0
55 11.797403095527 1.8513279913292 5.07146485418577 3.7854712217 1.94562874714063 0.774577698334395 0.795848439317756 2.41396772050241 Class 0
56 12.5755961587089 1.84295935404053 5.40599430424642 3.7272201178 1.93060097322052 0.762658440904659 0.792250931498181 2.57320047025465 Class 0
57 12.9789897040069 1.82586788814408 5.57940502614977 3.7038966092 1.92455101496427 0.757886017988086 0.784903656178493 2.65574227959366 Class 0
58 12.9103660169086 1.84482524256982 5.54990509176041 3.7312375133 1.93164114506292 0.763480474616566 0.793053039218116 2.64170059904961 Class 0
59 13.9954009545748 1.93718204530477 6.01633965429671 3.6694348217 1.91557689005166 0.750834496399645 0.832755359747618 2.86371889357845 Class 0
60 13.4940042135944 1.89933641835354 5.80079934179825 3.709349671 1.92596720403022 0.759001815681569 0.816486290579321 2.76112381073787 Class 0
1 -2.35648148011477e-11 2.32623185504549 0 4.8871420257 2.21068813397548 1 1 0 GenSLO 0
2 -0.0910651940841782 2.19911616857494 -0.0391470840978716 4.8087712463 2.19289107032246 0.983963883392815 0.945355538746133 -0.0186336295490757 GenSLO 0
3 -0.319337634090833 2.5179773536803 -0.137276786651614 4.7746408705 2.18509516280184 0.976980174791649 1.08242750963062 -0.0653424092011177 GenSLO 0
4 -0.473245612325289 2.41879770419553 -0.203438711956109 4.7357004243 2.17616645142324 0.969012236476121 1.03979218535301 -0.0968348392195416 GenSLO 0
5 -0.274988682805139 2.55591726090504 -0.118212069955597 4.7104715152 2.17036207007034 0.963849933238907 1.09873710798061 -0.0562677903231565 GenSLO 0
6 0.0802586451271759 2.39770254986201 0.0345015674068187 4.6673229861 2.16039880255938 0.955020943028863 1.03072380539434 0.0164224089925533 GenSLO 0
7 0.419909515022766 2.41935069658832 0.180510603074912 4.5888184485 2.14215276030912 0.938957457010415 1.04002990559211 0.0859212834082075 GenSLO 0
8 0.357300679938773 2.60786725463859 0.153596331847735 4.530282349 2.12844599391199 0.92697988418929 1.12106935900747 0.0731103532664698 GenSLO 0
9 0.667943931392002 2.36253020466594 0.2871355793563 4.4687988107 2.11395336057823 0.914399210663398 1.01560392595507 0.136673730352638 GenSLO 0
10 0.580064448875394 2.20378137715447 0.249357968183965 4.4065743761 2.099184216809 0.901666935998005 0.947361017507595 0.11869195653586 GenSLO 0
11 1.02232941517266 2.28755024743313 0.439478727358515 4.3715715542 2.09083035041105 0.894504708725719 0.983371559662697 0.20918758035271 GenSLO 0
12 1.19233648084436 2.16269260085928 0.512561324565222 4.3467337338 2.0848821870312 0.889422429498026 0.929697784065892 0.24397418257906 GenSLO 0
13 1.2939778749542 2.09662365834368 0.556254903040378 4.2689720666 2.06614909108709 0.873510948556594 0.901296082673878 0.264771899030789 GenSLO 0
14 1.55534909197091 2.02135919709972 0.66861310003171 4.2115098995 2.05219635987885 0.861753122244646 0.868941413864439 0.318253303017463 GenSLO 0
15 1.33796968141157 2.11432028179066 0.575166090402015 4.1982794165 2.04897033080033 0.85904591976712 0.908903502978346 0.273773439445623 GenSLO 0
16 1.09288015201538 2.29140577019708 0.469807061436521 4.1693569243 2.04190032183258 0.853127840847394 0.985028970877141 0.223623571054784 GenSLO 0
17 1.10915584398281 2.14861149078091 0.476803652052426 4.1268979789 2.03147679752932 0.844439952266149 0.923644599793726 0.226953879828673 GenSLO 0
18 1.08648781816995 2.13354232787553 0.467059126473992 4.0916544681 2.02278384117038 0.837228475575956 0.917166671605834 0.222315580860963 GenSLO 0
19 0.720920263869132 1.82974515498246 0.309909032639655 4.0581466908 2.01448422451009 0.830372162187928 0.786570414730515 0.147513671610441 GenSLO 0
20 0.34498896568691 1.8817010170339 0.14830377503524 3.9909019724 1.99772419828163 0.816612644243416 0.808905188428478 0.0705911479339626 GenSLO 0
21 3.48667204375515 2.05367320968609 1.49884975404162 4.1326708928 2.03289716729598 0.845621197638115 0.882832553957068 0.713437838606565 GenSLO 0
22 3.30979767851904 2.01067555608731 1.42281504372138 4.1037030028 2.02575985812731 0.839693829485591 0.864348732791295 0.677246059381409 GenSLO 0
23 3.32373242213568 1.95990087051988 1.42880530801357 4.1075035011 2.02669768369631 0.840471482003159 0.842521722961084 0.680097366657393 GenSLO 0
24 3.63182858448755 2.06363278916648 1.56124961346129 4.0962441855 2.0239180283549 0.838167616975134 0.887113975629969 0.743139562020589 GenSLO 0
25 4.12728176231685 2.09092810392928 1.77423490843724 4.0775324661 2.01929008963546 0.834338851757835 0.898847679088462 0.844518481483921 GenSLO 0
26 4.0960680851503 2.05329836237789 1.7608167802748 4.0741427938 2.01845059236039 0.833645261867839 0.88267141468482 0.838131583578681 GenSLO 0
27 4.7370941327705 2.00016093552115 2.03638090610767 4.0766760654 2.01907802360384 0.834163616273477 0.859828710187637 0.969297415111556 GenSLO 0
28 4.95338933273884 2.00554513754095 2.12936183554479 4.0545722929 2.01359685461117 0.829640774010297 0.862143269679251 1.0135554290655 GenSLO 0
29 5.38411039431501 2.00603951580206 2.31452010368644 4.0543056448 2.01353064163424 0.829586212858074 0.862355792889284 1.10168895563607 GenSLO 0
30 5.69717936834462 1.94711462156803 2.44910212024277 4.0421112194 2.01050024108429 0.827091007002408 0.837025173283923 1.16574868060074 GenSLO 0
31 6.23017448553937 1.91682634822426 2.67822593523942 4.0484969781 2.01208771630364 0.828397651799391 0.824004857498085 1.27480937791461 GenSLO 0
32 6.49323753073269 1.88443022093515 2.79131141492742 4.0361050454 2.0090059844112 0.825862032282947 0.810078417956453 1.32863696135907 GenSLO 0
33 6.81707089995896 1.9594028578002 2.93052082714654 4.0294456825 2.00734792263324 0.824499402986524 0.842307637370863 1.39489928144785 GenSLO 0
34 6.84812219272138 1.89747714851618 2.94386914953971 4.0221396362 2.00552727136781 0.823004450259228 0.815687028101107 1.40125295248895 GenSLO 0
35 7.254452515158 1.83253261246424 3.11854233250525 4.0151894483 2.00379376391384 0.82158231276794 0.787768686293913 1.48439568095885 GenSLO 0
36 7.40724483146257 1.818990796523 3.18422465732303 4.008582046 2.00214436192798 0.82023031557505 0.781947333657948 1.51565982583147 GenSLO 0
37 7.73763131424545 1.93103281943692 3.32625112044892 4.0041048904 2.0010259594518 0.819314206410132 0.830111931985028 1.58326303462825 GenSLO 0
38 8.00666304551942 1.84493302669161 3.44190241749846 3.9927844793 1.99819530559453 0.816997840108422 0.793099373430915 1.63831192206782 GenSLO 0
39 8.20455108340979 1.85928172904381 3.52697048045236 3.9954883454 1.99887176812321 0.817551101316257 0.799267590206503 1.67880348888739 GenSLO 0
40 8.28084244510524 1.88306711644251 3.55976659298515 3.9794843976 1.99486450607554 0.814276396444608 0.809492446919348 1.69441411802284 GenSLO 0
41 8.34293324512946 1.8767407367768 3.58645817142328 3.9444007761 1.98605155424022 0.807097636073924 0.806772864324009 1.70711904857278 GenSLO 0
42 9.20878538603536 1.89821845914479 3.9586704850961 3.8846280305 1.9709459735112 0.794867022499432 0.816005702538911 1.88428847322887 GenSLO 0
43 9.33933568210437 1.8833324028872 4.01479141551233 3.8942845669 1.97339417423383 0.796842929143687 0.80960648819349 1.91100148778472 GenSLO 0
44 9.33376401929361 1.81992027313305 4.0123962704202 3.9092331154 1.97717806871308 0.79990167972253 0.782346896843379 1.90986142212232 GenSLO 0
45 9.83425415132369 2.00279466453637 4.2275468500774 3.8573689279 1.96401856607823 0.789289303976693 0.860960896994168 2.0122709959383 GenSLO 0
46 9.72332169339402 1.85773825817672 4.17985923128349 3.8935185624 1.97320008169471 0.796686190400272 0.798604083314986 1.98957215531809 GenSLO 0
47 10.2239351726803 1.91830173155481 4.39506283543004 3.8049919806 1.95063886473124 0.778572008055158 0.824639094935487 2.09200696827293 GenSLO 0
48 10.4931958839904 1.87924384064907 4.51081256636338 3.8403555867 1.95968252191522 0.785808058473589 0.807848898024965 2.14710270927946 GenSLO 0
49 10.9152993923143 1.75892820401155 4.69226632274985 3.8061999959 1.95094848622407 0.778819190415246 0.756127640586007 2.23347292444901 GenSLO 0
50 11.6641812096018 1.8348292148783 5.01419546135366 3.7758824327 1.94316299694596 0.772615654066073 0.78875594919683 2.3867080490575 GenSLO 0
51 11.3276892981458 1.89639931430276 4.86954439799288 3.7833751106 1.94509000064264 0.774148795083993 0.815223688984209 2.31785555619224 GenSLO 0
52 12.4212669926709 1.79531241201622 5.33965131882851 3.7401753668 1.93395330005665 0.765309325395405 0.771768475322988 2.54162185739126 GenSLO 0
53 12.482136618118 1.75850705691168 5.36581793902804 3.7498644131 1.93645666440021 0.767291884168825 0.755946597970259 2.55407691294867 GenSLO 0
54 12.5748276151994 1.77884663924659 5.40566392294422 3.7451391468 1.93523619922737 0.766325006947915 0.764690172816761 2.57304321198274 GenSLO 0
55 13.4930269006408 1.80237752851994 5.80037921473677 3.7975537441 1.94873131654931 0.777050006758513 0.774805625935638 2.76092383436141 GenSLO 0
56 13.5238627507089 1.73210726663156 5.81363492267542 3.7366612534 1.93304455546167 0.764590272545801 0.744597862364709 2.76723342182702 GenSLO 0
57 14.3269611403421 1.80717951896471 6.15887066858411 3.6957029818 1.92242112498797 0.756209449687653 0.776869904453 2.93156226379845 GenSLO 0
58 14.1731388716799 1.66637878102508 6.09274558809028 3.7046212722 1.92473927382386 0.758034297492997 0.716342516508313 2.90008737154992 GenSLO 0
59 14.9934146388016 1.82653094992989 6.44536554097354 3.6818510291 1.91881500648187 0.753375082970427 0.785188693022248 3.0679310238948 GenSLO 0
60 15.3325557441143 1.70393173753455 6.59115543916325 3.6663447349 1.91477015197647 0.750202207265474 0.732485772576283 3.1373255910118 GenSLO 0
1 -2.35648148011477e-11 2.32623185504549 0 4.8871420257 2.21068813397548 1 1 0 OtherCowsGen 0
2 -0.0910651940841782 2.19911616857494 -0.0391470840978716 4.8087712463 2.19289107032246 0.983963883392815 0.945355538746133 -0.0186336295490757 OtherCowsGen 0
3 -0.319337634090833 2.5179773536803 -0.137276786651614 4.7746408705 2.18509516280184 0.976980174791649 1.08242750963062 -0.0653424092011177 OtherCowsGen 0
4 -0.473245612325289 2.41879770419553 -0.203438711956109 4.7357004243 2.17616645142324 0.969012236476121 1.03979218535301 -0.0968348392195416 OtherCowsGen 0
5 -0.274988682805139 2.55591726090504 -0.118212069955597 4.7104715152 2.17036207007034 0.963849933238907 1.09873710798061 -0.0562677903231565 OtherCowsGen 0
6 0.0802586451271759 2.39770254986201 0.0345015674068187 4.6673229861 2.16039880255938 0.955020943028863 1.03072380539434 0.0164224089925533 OtherCowsGen 0
7 0.419909515022766 2.41935069658832 0.180510603074912 4.5888184485 2.14215276030912 0.938957457010415 1.04002990559211 0.0859212834082075 OtherCowsGen 0
8 0.357300679938773 2.60786725463859 0.153596331847735 4.530282349 2.12844599391199 0.92697988418929 1.12106935900747 0.0731103532664698 OtherCowsGen 0
9 0.667943931392002 2.36253020466594 0.2871355793563 4.4687988107 2.11395336057823 0.914399210663398 1.01560392595507 0.136673730352638 OtherCowsGen 0
10 0.580064448875394 2.20378137715447 0.249357968183965 4.4065743761 2.099184216809 0.901666935998005 0.947361017507595 0.11869195653586 OtherCowsGen 0
11 1.02232941517266 2.28755024743313 0.439478727358515 4.3715715542 2.09083035041105 0.894504708725719 0.983371559662697 0.20918758035271 OtherCowsGen 0
12 1.19233648084436 2.16269260085928 0.512561324565222 4.3467337338 2.0848821870312 0.889422429498026 0.929697784065892 0.24397418257906 OtherCowsGen 0
13 1.2939778749542 2.09662365834368 0.556254903040378 4.2689720666 2.06614909108709 0.873510948556594 0.901296082673878 0.264771899030789 OtherCowsGen 0
14 1.55534909197091 2.02135919709972 0.66861310003171 4.2115098995 2.05219635987885 0.861753122244646 0.868941413864439 0.318253303017463 OtherCowsGen 0
15 1.33796968141157 2.11432028179066 0.575166090402015 4.1982794165 2.04897033080033 0.85904591976712 0.908903502978346 0.273773439445623 OtherCowsGen 0
16 1.09288015201538 2.29140577019708 0.469807061436521 4.1693569243 2.04190032183258 0.853127840847394 0.985028970877141 0.223623571054784 OtherCowsGen 0
17 1.10915584398281 2.14861149078091 0.476803652052426 4.1268979789 2.03147679752932 0.844439952266149 0.923644599793726 0.226953879828673 OtherCowsGen 0
18 1.08648781816995 2.13354232787553 0.467059126473992 4.0916544681 2.02278384117038 0.837228475575956 0.917166671605834 0.222315580860963 OtherCowsGen 0
19 0.720920263869132 1.82974515498246 0.309909032639655 4.0581466908 2.01448422451009 0.830372162187928 0.786570414730515 0.147513671610441 OtherCowsGen 0
20 0.34498896568691 1.8817010170339 0.14830377503524 3.9909019724 1.99772419828163 0.816612644243416 0.808905188428478 0.0705911479339626 OtherCowsGen 0
21 3.48667204375515 2.05367320968609 1.49884975404162 4.1326708928 2.03289716729598 0.845621197638115 0.882832553957068 0.713437838606565 OtherCowsGen 0
22 3.30979767851904 2.01067555608731 1.42281504372138 4.1037030028 2.02575985812731 0.839693829485591 0.864348732791295 0.677246059381409 OtherCowsGen 0
23 3.32373242213568 1.95990087051988 1.42880530801357 4.1075035011 2.02669768369631 0.840471482003159 0.842521722961084 0.680097366657393 OtherCowsGen 0
24 3.63182858448755 2.06363278916648 1.56124961346129 4.0962441855 2.0239180283549 0.838167616975134 0.887113975629969 0.743139562020589 OtherCowsGen 0
25 4.12728176231685 2.09092810392928 1.77423490843724 4.0775324661 2.01929008963546 0.834338851757835 0.898847679088462 0.844518481483921 OtherCowsGen 0
26 4.0960680851503 2.05329836237789 1.7608167802748 4.0741427938 2.01845059236039 0.833645261867839 0.88267141468482 0.838131583578681 OtherCowsGen 0
27 4.7370941327705 2.00016093552115 2.03638090610767 4.0766760654 2.01907802360384 0.834163616273477 0.859828710187637 0.969297415111556 OtherCowsGen 0
28 4.95338933273884 2.00554513754095 2.12936183554479 4.0545722929 2.01359685461117 0.829640774010297 0.862143269679251 1.0135554290655 OtherCowsGen 0
29 5.38411039431501 2.00603951580206 2.31452010368644 4.0543056448 2.01353064163424 0.829586212858074 0.862355792889284 1.10168895563607 OtherCowsGen 0
30 5.69717936834462 1.94711462156803 2.44910212024277 4.0421112194 2.01050024108429 0.827091007002408 0.837025173283923 1.16574868060074 OtherCowsGen 0
31 6.23017448553937 1.91682634822426 2.67822593523942 4.0484969781 2.01208771630364 0.828397651799391 0.824004857498085 1.27480937791461 OtherCowsGen 0
32 6.49323753073269 1.88443022093515 2.79131141492742 4.0361050454 2.0090059844112 0.825862032282947 0.810078417956453 1.32863696135907 OtherCowsGen 0
33 6.81707089995896 1.9594028578002 2.93052082714654 4.0294456825 2.00734792263324 0.824499402986524 0.842307637370863 1.39489928144785 OtherCowsGen 0
34 6.84812219272138 1.89747714851618 2.94386914953971 4.0221396362 2.00552727136781 0.823004450259228 0.815687028101107 1.40125295248895 OtherCowsGen 0
35 7.254452515158 1.83253261246424 3.11854233250525 4.0151894483 2.00379376391384 0.82158231276794 0.787768686293913 1.48439568095885 OtherCowsGen 0
36 7.40724483146257 1.818990796523 3.18422465732303 4.008582046 2.00214436192798 0.82023031557505 0.781947333657948 1.51565982583147 OtherCowsGen 0
37 7.73763131424545 1.93103281943692 3.32625112044892 4.0041048904 2.0010259594518 0.819314206410132 0.830111931985028 1.58326303462825 OtherCowsGen 0
38 8.00666304551942 1.84493302669161 3.44190241749846 3.9927844793 1.99819530559453 0.816997840108422 0.793099373430915 1.63831192206782 OtherCowsGen 0
39 8.20455108340979 1.85928172904381 3.52697048045236 3.9954883454 1.99887176812321 0.817551101316257 0.799267590206503 1.67880348888739 OtherCowsGen 0
40 8.28084244510524 1.88306711644251 3.55976659298515 3.9794843976 1.99486450607554 0.814276396444608 0.809492446919348 1.69441411802284 OtherCowsGen 0
41 8.37753861989588 1.87037143409126 3.60133432174826 3.9433064015 1.98577601997305 0.806873706711069 0.804034829991047 1.71419995078197 OtherCowsGen 0
42 9.93471920067765 1.90058116388566 4.27073474174695 3.8209755295 1.95473157479486 0.781842538933112 0.817021381494448 2.03282801041131 OtherCowsGen 0
43 9.79560119238924 1.83622640084507 4.21093072522698 3.8745688279 1.96839244763335 0.79280872287419 0.789356571169971 2.00436188285519 OtherCowsGen 0
44 9.88764089482675 1.78176658414904 4.25049673075557 3.8275502752 1.95641260351696 0.783187853979293 0.765945398041246 2.02319491491227 OtherCowsGen 0
45 9.62961514317211 1.90038138513216 4.13957668162333 3.8199554293 1.95447062635896 0.781633807491579 0.816935500651115 1.97039805525529 OtherCowsGen 0
46 11.4465421021429 1.84821748335667 4.92063681328215 3.8142762764 1.95301722378478 0.780471747361111 0.794511294885749 2.34217504667811 OtherCowsGen 0
47 10.9986738766337 1.83285058814598 4.72810732636201 3.8313969822 1.95739545881766 0.783974961654857 0.787905377604822 2.25053289198852 OtherCowsGen 0
48 11.0322501335585 1.7866496524072 4.74254107975248 3.7987690711 1.94904311678834 0.777298685228181 0.768044530269862 2.25740321757926 OtherCowsGen 0
49 12.5149388006618 1.88352495435106 5.37991893350657 3.7716510828 1.94207391280559 0.771749841311349 0.80968926217126 2.56078884854851 OtherCowsGen 0
50 13.0485287333711 1.81671684549691 5.60929844765604 3.7132318112 1.92697478219099 0.759796173647755 0.780969808128341 2.66997125616084 OtherCowsGen 0
51 12.2229299157598 1.70041804870734 5.25439022308648 3.7475000271 1.93584607526012 0.766808086892714 0.730975308853766 2.50103840885054 OtherCowsGen 0
52 12.9360633014789 1.80463543643813 5.56095183437746 3.7803716383 1.94431778223108 0.773534228884729 0.775776254857814 2.64695874060456 OtherCowsGen 0
53 14.2783523230676 1.89355992190426 6.13797472170373 3.7155906172 1.92758673402781 0.76027882915226 0.814003091651082 2.92161599724453 OtherCowsGen 0
54 14.050131880811 1.8551488951693 6.03986737193048 3.6814372876 1.91870719173093 0.753290423777422 0.797490968557398 2.87491785729761 OtherCowsGen 0
55 14.2319844782741 1.72806535782494 6.11804212354375 3.6911702311 1.92124184607248 0.755281964733018 0.742860327562295 2.91212827526925 OtherCowsGen 0
56 15.3948442295134 1.88008850100847 6.6179319985436 3.5645293849 1.88799612947167 0.729368896208708 0.808212000420614 3.15007097165995 OtherCowsGen 0
57 14.0772611210286 1.77849885699512 6.05152968330274 3.6507918266 1.91070453670891 0.747019793450158 0.764540668264703 2.88046900356571 OtherCowsGen 0
58 14.7613364736535 1.71266432698385 6.34559983419556 3.6238107134 1.90363092888301 0.741498956720201 0.736239736064643 3.02044352221639 OtherCowsGen 0
59 15.8893130563893 1.82798376321395 6.83049414096435 3.5917364411 1.89518770603336 0.73493596507164 0.785813228053401 3.25124847464136 OtherCowsGen 0
60 16.8682127983826 1.66715963044184 7.25130333067179 3.6037578121 1.89835660825357 0.737395760783896 0.716678187871019 3.45154953748046 OtherCowsGen 0
1 -2.35648148011477e-11 2.32623185504549 0 4.8871420257 2.21068813397548 1 1 0 BmGen 0
2 -0.0910651940841782 2.19911616857494 -0.0391470840978716 4.8087712463 2.19289107032246 0.983963883392815 0.945355538746133 -0.0186336295490757 BmGen 0
3 -0.319337634090833 2.5179773536803 -0.137276786651614 4.7746408705 2.18509516280184 0.976980174791649 1.08242750963062 -0.0653424092011177 BmGen 0
4 -0.473245612325289 2.41879770419553 -0.203438711956109 4.7357004243 2.17616645142324 0.969012236476121 1.03979218535301 -0.0968348392195416 BmGen 0
5 -0.274988682805139 2.55591726090504 -0.118212069955597 4.7104715152 2.17036207007034 0.963849933238907 1.09873710798061 -0.0562677903231565 BmGen 0
6 0.0802586451271759 2.39770254986201 0.0345015674068187 4.6673229861 2.16039880255938 0.955020943028863 1.03072380539434 0.0164224089925533 BmGen 0
7 0.419909515022766 2.41935069658832 0.180510603074912 4.5888184485 2.14215276030912 0.938957457010415 1.04002990559211 0.0859212834082075 BmGen 0
8 0.357300679938773 2.60786725463859 0.153596331847735 4.530282349 2.12844599391199 0.92697988418929 1.12106935900747 0.0731103532664698 BmGen 0
9 0.667943931392002 2.36253020466594 0.2871355793563 4.4687988107 2.11395336057823 0.914399210663398 1.01560392595507 0.136673730352638 BmGen 0
10 0.580064448875394 2.20378137715447 0.249357968183965 4.4065743761 2.099184216809 0.901666935998005 0.947361017507595 0.11869195653586 BmGen 0
