Herd1 SumA
145 20 4568.500272
146 20 4568.500272
147 20 4568.500272
148 20 4568.500272
149 20 4568.500272
150 20 4568.500272
151 20 4568.500272
152 20 4568.500272
153 20 4568.500272
154 20 4568.500272
155 20 4568.500272
156 20 4568.500272
157 20 4568.500272
158 20 4568.500272
159 20 4568.500272
160 20 4568.500272
161 20 4568.500272
162 20 4568.500272
163 20 4568.500272
164 20 4568.500272
165 20 4568.500272
166 20 4568.500272
167 20 4568.500272
168 20 4568.500272
169 20 4568.500272
170 20 4568.500272
171 20 4568.500272
172 20 4568.500272
173 20 4568.500272
174 20 4568.500272
175 20 4568.500272
176 20 4568.500272
177 20 4568.500272
178 20 4568.500272
179 20 4568.500272
180 20 4568.500272
181 20 4568.500272
182 20 4568.500272
183 20 4568.500272
184 20 4568.500272
185 20 4568.500272
186 20 4568.500272
187 20 4568.500272
188 20 4568.500272
189 20 4568.500272
190 20 4568.500272
191 20 4568.500272
192 20 4568.500272
193 20 4568.500272
194 20 4568.500272
195 20 4568.500272
196 20 4568.500272
197 20 4568.500272
198 20 4568.500272
199 20 4568.500272
200 20 4568.500272
201 20 4568.500272
202 12 6752.258751
203 12 6752.258751
204 12 6752.258751
205 12 6752.258751
206 12 6752.258751
207 12 6752.258751
208 12 6752.258751
209 12 6752.258751
210 12 6752.258751
211 12 6752.258751
212 12 6752.258751
213 12 6752.258751
214 12 6752.258751
215 12 6752.258751
216 12 6752.258751
217 12 6752.258751
218 12 6752.258751
219 12 6752.258751
220 12 6752.258751
221 12 6752.258751
222 12 6752.258751
223 12 6752.258751
224 12 6752.258751
225 12 6752.258751
226 12 6752.258751
227 12 6752.258751
228 12 6752.258751
229 12 6752.258751
230 12 6752.258751
231 12 6752.258751
232 12 6752.258751
233 12 6752.258751
234 12 6752.258751
235 12 6752.258751
236 12 6752.258751
237 12 6752.258751
238 12 6752.258751
239 12 6752.258751
240 12 6752.258751
241 12 6752.258751
242 12 6752.258751
243 12 6752.258751
244 12 6752.258751
245 12 6752.258751
246 12 6752.258751
247 12 6752.258751
248 12 6752.258751
249 12 6752.258751
250 12 6752.258751
251 12 6752.258751
252 12 6752.258751
253 12 6752.258751
254 12 6752.258751
255 12 6752.258751
256 12 6752.258751
257 12 6752.258751
258 12 6752.258751
259 12 6752.258751
260 12 6752.258751
261 12 6752.258751
262 12 6752.258751
263 12 6752.258751
264 12 6752.258751
265 12 6752.258751
266 12 6752.258751
267 12 6752.258751
268 12 6752.258751
269 12 6752.258751
270 12 6752.258751
271 12 6752.258751
272 12 6752.258751
273 12 6752.258751
274 12 6752.258751
275 12 6752.258751
276 12 6752.258751
277 12 6752.258751
278 12 6752.258751
279 12 6752.258751
280 12 6752.258751
281 12 6752.258751
282 12 6752.258751
283 12 6752.258751
284 12 6752.258751
285 12 6752.258751
286 12 6752.258751
287 12 6752.258751
288 12 6752.258751
289 12 6752.258751
290 12 6752.258751
291 12 6752.258751
292 12 6752.258751
293 12 6752.258751
294 12 6752.258751
295 12 6752.258751
296 12 6752.258751
297 12 6752.258751
298 12 6752.258751
299 12 6752.258751
300 12 6752.258751
301 12 6752.258751
302 60 3820.771155
303 60 3820.771155
304 60 3820.771155
305 60 3820.771155
306 60 3820.771155
307 60 3820.771155
308 60 3820.771155
309 60 3820.771155
310 60 3820.771155
311 60 3820.771155
312 60 3820.771155
313 60 3820.771155
314 60 3820.771155
315 60 3820.771155
316 60 3820.771155
317 60 3820.771155
318 60 3820.771155
319 60 3820.771155
320 60 3820.771155
321 60 3820.771155
322 60 3820.771155
323 60 3820.771155
324 60 3820.771155
325 60 3820.771155
326 60 3820.771155
327 60 3820.771155
328 60 3820.771155
329 60 3820.771155
330 60 3820.771155
331 60 3820.771155
332 60 3820.771155
333 60 3820.771155
334 60 3820.771155
335 60 3820.771155
336 60 3820.771155
337 60 3820.771155
338 60 3820.771155
339 60 3820.771155
340 60 3820.771155
341 60 3820.771155
342 60 3820.771155
343 60 3820.771155
344 60 3820.771155
345 60 3820.771155
346 60 3820.771155
347 60 3820.771155
348 60 3820.771155
349 60 3820.771155
350 60 3820.771155
351 60 3820.771155
352 60 3820.771155
353 60 3820.771155
354 60 3820.771155
355 60 3820.771155
356 60 3820.771155
357 60 3820.771155
358 60 3820.771155
359 60 3820.771155
360 60 3820.771155
361 60 3820.771155
362 60 3820.771155
363 60 3820.771155
364 60 3820.771155
365 60 3820.771155
366 60 3820.771155
367 60 3820.771155
368 60 3820.771155
369 60 3820.771155
370 60 3820.771155
371 60 3820.771155
372 60 3820.771155
373 60 3820.771155
374 60 3820.771155
375 60 3820.771155
376 60 3820.771155
377 60 3820.771155
378 60 3820.771155
379 60 3820.771155
380 60 3820.771155
381 60 3820.771155
382 60 3820.771155
383 60 3820.771155
384 60 3820.771155
385 60 3820.771155
386 60 3820.771155
387 60 3820.771155
388 60 3820.771155
389 60 3820.771155
390 60 3820.771155
391 60 3820.771155
392 60 3820.771155
393 60 3820.771155
394 60 3820.771155
395 60 3820.771155
396 60 3820.771155
397 60 3820.771155
398 60 3820.771155
399 60 3820.771155
400 60 3820.771155
401 60 3820.771155
402 24 1737.48107
403 24 1737.48107
404 24 1737.48107
405 24 1737.48107
406 24 1737.48107
407 24 1737.48107
408 24 1737.48107
409 24 1737.48107
410 24 1737.48107
411 24 1737.48107
412 24 1737.48107
413 24 1737.48107
414 24 1737.48107
415 24 1737.48107
416 24 1737.48107
417 24 1737.48107
418 24 1737.48107
419 24 1737.48107
420 24 1737.48107
421 24 1737.48107
422 24 1737.48107
423 24 1737.48107
424 24 1737.48107
425 24 1737.48107
426 24 1737.48107
427 24 1737.48107
428 24 1737.48107
429 24 1737.48107
430 24 1737.48107
431 24 1737.48107
432 24 1737.48107
433 24 1737.48107
434 24 1737.48107
435 24 1737.48107
436 24 1737.48107
437 24 1737.48107
438 24 1737.48107
439 24 1737.48107
440 24 1737.48107
441 24 1737.48107
442 24 1737.48107
443 24 1737.48107
444 24 1737.48107
445 24 1737.48107
446 24 1737.48107
447 24 1737.48107
448 24 1737.48107
449 24 1737.48107
450 24 1737.48107
451 24 1737.48107
452 24 1737.48107
453 24 1737.48107
454 24 1737.48107
455 24 1737.48107
456 24 1737.48107
457 24 1737.48107
458 24 1737.48107
459 24 1737.48107
460 24 1737.48107
461 24 1737.48107
462 24 1737.48107
463 24 1737.48107
464 24 1737.48107
465 24 1737.48107
466 24 1737.48107
467 24 1737.48107
468 24 1737.48107
469 24 1737.48107
470 24 1737.48107
471 24 1737.48107
472 24 1737.48107
473 24 1737.48107
474 24 1737.48107
475 24 1737.48107
476 24 1737.48107
477 24 1737.48107
478 24 1737.48107
479 24 1737.48107
480 24 1737.48107
481 24 1737.48107
482 24 1737.48107
483 24 1737.48107
484 24 1737.48107
485 24 1737.48107
486 24 1737.48107
487 24 1737.48107
488 24 1737.48107
489 24 1737.48107
490 24 1737.48107
491 24 1737.48107
492 24 1737.48107
493 24 1737.48107
494 24 1737.48107
495 24 1737.48107
496 24 1737.48107
497 24 1737.48107
498 24 1737.48107
499 24 1737.48107
500 24 1737.48107
501 24 1737.48107
502 98 2409.726685
503 98 2409.726685
504 98 2409.726685
505 98 2409.726685
506 98 2409.726685
507 98 2409.726685
508 98 2409.726685
509 98 2409.726685
510 98 2409.726685
511 98 2409.726685
512 98 2409.726685
513 98 2409.726685
514 98 2409.726685
515 98 2409.726685
516 98 2409.726685
517 98 2409.726685
518 98 2409.726685
519 98 2409.726685
520 98 2409.726685
521 98 2409.726685
522 98 2409.726685
523 98 2409.726685
524 98 2409.726685
525 98 2409.726685
526 98 2409.726685
527 98 2409.726685
528 98 2409.726685
529 98 2409.726685
530 98 2409.726685
531 98 2409.726685
532 98 2409.726685
533 98 2409.726685
534 98 2409.726685
535 98 2409.726685
536 98 2409.726685
537 98 2409.726685
538 98 2409.726685
539 98 2409.726685
540 98 2409.726685
541 98 2409.726685
542 98 2409.726685
543 98 2409.726685
544 98 2409.726685
545 98 2409.726685
546 98 2409.726685
547 98 2409.726685
548 98 2409.726685
549 98 2409.726685
550 98 2409.726685
551 98 2409.726685
552 98 2409.726685
553 98 2409.726685
554 98 2409.726685
555 98 2409.726685
556 98 2409.726685
557 98 2409.726685
558 98 2409.726685
559 98 2409.726685
560 98 2409.726685
561 98 2409.726685
562 98 2409.726685
563 98 2409.726685
564 98 2409.726685
565 98 2409.726685
566 98 2409.726685
567 98 2409.726685
568 98 2409.726685
569 98 2409.726685
570 98 2409.726685
571 98 2409.726685
572 98 2409.726685
573 98 2409.726685
574 98 2409.726685
575 98 2409.726685
576 98 2409.726685
577 98 2409.726685
578 98 2409.726685
579 98 2409.726685
580 98 2409.726685
581 98 2409.726685
582 98 2409.726685
583 98 2409.726685
584 98 2409.726685
585 98 2409.726685
586 98 2409.726685
587 98 2409.726685
588 98 2409.726685
589 98 2409.726685
590 98 2409.726685
591 98 2409.726685
592 98 2409.726685
593 98 2409.726685
594 98 2409.726685
595 98 2409.726685
596 98 2409.726685
597 98 2409.726685
598 98 2409.726685
599 98 2409.726685
600 98 2409.726685
601 98 2409.726685
602 37 9293.690469
603 37 9293.690469
604 37 9293.690469
605 37 9293.690469
606 37 9293.690469
607 37 9293.690469
608 37 9293.690469
609 37 9293.690469
610 37 9293.690469
611 37 9293.690469
612 37 9293.690469
613 37 9293.690469
614 37 9293.690469
615 37 9293.690469
616 37 9293.690469
617 37 9293.690469
618 37 9293.690469
619 37 9293.690469
620 37 9293.690469
621 37 9293.690469
622 37 9293.690469
623 37 9293.690469
624 37 9293.690469
625 37 9293.690469
626 37 9293.690469
627 37 9293.690469
628 37 9293.690469
629 37 9293.690469
630 37 9293.690469
631 37 9293.690469
632 37 9293.690469
633 37 9293.690469
634 37 9293.690469
635 37 9293.690469
636 37 9293.690469
637 37 9293.690469
638 37 9293.690469
639 37 9293.690469
640 37 9293.690469
641 37 9293.690469
642 37 9293.690469
643 37 9293.690469
644 37 9293.690469
645 37 9293.690469
646 37 9293.690469
647 37 9293.690469
648 37 9293.690469
649 37 9293.690469
650 37 9293.690469
651 37 9293.690469
652 37 9293.690469
653 37 9293.690469
654 37 9293.690469
655 37 9293.690469
656 37 9293.690469
657 37 9293.690469
658 37 9293.690469
659 37 9293.690469
660 37 9293.690469
661 37 9293.690469
662 37 9293.690469
663 37 9293.690469
664 37 9293.690469
665 37 9293.690469
666 37 9293.690469
667 37 9293.690469
668 37 9293.690469
669 37 9293.690469
670 37 9293.690469
671 37 9293.690469
672 37 9293.690469
673 37 9293.690469
674 37 9293.690469
675 37 9293.690469
676 37 9293.690469
677 37 9293.690469
678 37 9293.690469
679 37 9293.690469
680 37 9293.690469
681 37 9293.690469
682 37 9293.690469
683 37 9293.690469
684 37 9293.690469
685 37 9293.690469
686 37 9293.690469
687 37 9293.690469
688 37 9293.690469
689 37 9293.690469
690 37 9293.690469
691 37 9293.690469
692 37 9293.690469
693 37 9293.690469
694 37 9293.690469
695 37 9293.690469
696 37 9293.690469
697 37 9293.690469
698 37 9293.690469
699 37 9293.690469
700 37 9293.690469
701 37 9293.690469
702 19 7640.547883
703 19 7640.547883
704 19 7640.547883
705 19 7640.547883
706 19 7640.547883
707 19 7640.547883
708 19 7640.547883
709 19 7640.547883
710 19 7640.547883
711 19 7640.547883
712 19 7640.547883
713 19 7640.547883
714 19 7640.547883
715 19 7640.547883
716 19 7640.547883
717 19 7640.547883
718 19 7640.547883
719 19 7640.547883
720 19 7640.547883
721 19 7640.547883
722 19 7640.547883
723 19 7640.547883
724 19 7640.547883
725 19 7640.547883
726 19 7640.547883
727 19 7640.547883
728 19 7640.547883
729 19 7640.547883
730 19 7640.547883
731 19 7640.547883
732 19 7640.547883
733 19 7640.547883
734 19 7640.547883
735 19 7640.547883
736 19 7640.547883
737 19 7640.547883
738 19 7640.547883
739 19 7640.547883
740 19 7640.547883
741 19 7640.547883
742 19 7640.547883
743 19 7640.547883
744 19 7640.547883
745 19 7640.547883
746 19 7640.547883
747 19 7640.547883
748 19 7640.547883
749 19 7640.547883
750 19 7640.547883
751 19 7640.547883
752 19 7640.547883
753 19 7640.547883
754 19 7640.547883
755 19 7640.547883
756 19 7640.547883
757 19 7640.547883
758 19 7640.547883
759 19 7640.547883
760 19 7640.547883
761 19 7640.547883
762 19 7640.547883
763 19 7640.547883
764 19 7640.547883
765 19 7640.547883
766 19 7640.547883
767 19 7640.547883
768 19 7640.547883
769 19 7640.547883
770 19 7640.547883
771 19 7640.547883
772 19 7640.547883
773 19 7640.547883
774 19 7640.547883
775 19 7640.547883
776 19 7640.547883
777 19 7640.547883
778 19 7640.547883
779 19 7640.547883
780 19 7640.547883
781 19 7640.547883
782 19 7640.547883
783 19 7640.547883
784 19 7640.547883
785 19 7640.547883
786 19 7640.547883
787 19 7640.547883
788 19 7640.547883
789 19 7640.547883
790 19 7640.547883
791 19 7640.547883
792 19 7640.547883
793 19 7640.547883
794 19 7640.547883
795 19 7640.547883
796 19 7640.547883
797 19 7640.547883
798 19 7640.547883
799 19 7640.547883
800 19 7640.547883
801 19 7640.547883
802 28 5598.159599
803 28 5598.159599
804 28 5598.159599
805 28 5598.159599
806 28 5598.159599
807 28 5598.159599
808 28 5598.159599
809 28 5598.159599
810 28 5598.159599
811 28 5598.159599
812 28 5598.159599
813 28 5598.159599
814 28 5598.159599
815 28 5598.159599
816 28 5598.159599
817 28 5598.159599
818 28 5598.159599
819 28 5598.159599
820 28 5598.159599
821 28 5598.159599
822 28 5598.159599
823 28 5598.159599
824 28 5598.159599
825 28 5598.159599
826 28 5598.159599
827 28 5598.159599
828 28 5598.159599
829 28 5598.159599
830 28 5598.159599
831 28 5598.159599
832 28 5598.159599
833 28 5598.159599
834 28 5598.159599
835 28 5598.159599
836 28 5598.159599
837 28 5598.159599
838 28 5598.159599
839 28 5598.159599
840 28 5598.159599
841 28 5598.159599
842 28 5598.159599
843 28 5598.159599
844 28 5598.159599
845 28 5598.159599
846 28 5598.159599
847 28 5598.159599
848 28 5598.159599
849 28 5598.159599
850 28 5598.159599
851 28 5598.159599
852 28 5598.159599
853 28 5598.159599
854 28 5598.159599
855 28 5598.159599
856 28 5598.159599
857 28 5598.159599
858 28 5598.159599
859 28 5598.159599
860 28 5598.159599
861 28 5598.159599
862 28 5598.159599
863 28 5598.159599
864 28 5598.159599
865 28 5598.159599
866 28 5598.159599
867 28 5598.159599
868 28 5598.159599
869 28 5598.159599
870 28 5598.159599
871 28 5598.159599
872 28 5598.159599
873 28 5598.159599
874 28 5598.159599
875 28 5598.159599
876 28 5598.159599
877 28 5598.159599
878 28 5598.159599
879 28 5598.159599
880 28 5598.159599
881 28 5598.159599
882 28 5598.159599
883 28 5598.159599
884 28 5598.159599
885 28 5598.159599
886 28 5598.159599
887 28 5598.159599
888 28 5598.159599
889 28 5598.159599
890 28 5598.159599
891 28 5598.159599
892 28 5598.159599
893 28 5598.159599
894 28 5598.159599
895 28 5598.159599
896 28 5598.159599
897 28 5598.159599
898 28 5598.159599
899 28 5598.159599
900 28 5598.159599
901 28 5598.159599
902 35 2444.402791
903 35 2444.402791
904 35 2444.402791
905 35 2444.402791
906 35 2444.402791
907 35 2444.402791
908 35 2444.402791
909 35 2444.402791
910 35 2444.402791
911 35 2444.402791
912 35 2444.402791
913 35 2444.402791
914 35 2444.402791
915 35 2444.402791
916 35 2444.402791
917 35 2444.402791
918 35 2444.402791
919 35 2444.402791
920 35 2444.402791
921 35 2444.402791
922 35 2444.402791
923 35 2444.402791
924 35 2444.402791
925 35 2444.402791
926 35 2444.402791
927 35 2444.402791
928 35 2444.402791
929 35 2444.402791
930 35 2444.402791
931 35 2444.402791
932 35 2444.402791
933 35 2444.402791
934 35 2444.402791
935 35 2444.402791
936 35 2444.402791
937 35 2444.402791
938 35 2444.402791
939 35 2444.402791
940 35 2444.402791
941 35 2444.402791
942 35 2444.402791
943 35 2444.402791
944 35 2444.402791
945 35 2444.402791
946 35 2444.402791
947 35 2444.402791
948 35 2444.402791
949 35 2444.402791
950 35 2444.402791
951 35 2444.402791
952 35 2444.402791
953 35 2444.402791
954 35 2444.402791
955 35 2444.402791
956 35 2444.402791
957 35 2444.402791
958 35 2444.402791
959 35 2444.402791
960 35 2444.402791
961 35 2444.402791
962 35 2444.402791
963 35 2444.402791
964 35 2444.402791
965 35 2444.402791
966 35 2444.402791
967 35 2444.402791
968 35 2444.402791
969 35 2444.402791
970 35 2444.402791
971 35 2444.402791
972 35 2444.402791
973 35 2444.402791
974 35 2444.402791
975 35 2444.402791
976 35 2444.402791
977 35 2444.402791
978 35 2444.402791
979 35 2444.402791
980 35 2444.402791
981 35 2444.402791
982 35 2444.402791
983 35 2444.402791
984 35 2444.402791
985 35 2444.402791
986 35 2444.402791
987 35 2444.402791
988 35 2444.402791
989 35 2444.402791
990 35 2444.402791
991 35 2444.402791
992 35 2444.402791
993 35 2444.402791
994 35 2444.402791
995 35 2444.402791
996 35 2444.402791
997 35 2444.402791
998 35 2444.402791
999 35 2444.402791
1000 35 2444.402791
1001 35 2444.402791
1002 48 3936.198667
1003 48 3936.198667
1004 48 3936.198667
1005 48 3936.198667
1006 48 3936.198667
1007 48 3936.198667
1008 48 3936.198667
1009 48 3936.198667
1010 48 3936.198667
1011 48 3936.198667
1012 48 3936.198667
1013 48 3936.198667
1014 48 3936.198667
1015 48 3936.198667
1016 48 3936.198667
1017 48 3936.198667
1018 48 3936.198667
1019 48 3936.198667
1020 48 3936.198667
1021 48 3936.198667
1022 48 3936.198667
1023 48 3936.198667
1024 48 3936.198667
1025 48 3936.198667
1026 48 3936.198667
1027 48 3936.198667
1028 48 3936.198667
1029 48 3936.198667
1030 48 3936.198667
1031 48 3936.198667
1032 48 3936.198667
1033 48 3936.198667
1034 48 3936.198667
1035 48 3936.198667
1036 48 3936.198667
1037 48 3936.198667
1038 48 3936.198667
1039 48 3936.198667
1040 48 3936.198667
1041 48 3936.198667
1042 48 3936.198667
1043 48 3936.198667
1044 48 3936.198667
1045 48 3936.198667
1046 48 3936.198667
1047 48 3936.198667
1048 48 3936.198667
1049 48 3936.198667
1050 48 3936.198667
1051 48 3936.198667
1052 48 3936.198667
1053 48 3936.198667
1054 48 3936.198667
1055 48 3936.198667
1056 48 3936.198667
1057 48 3936.198667
1058 48 3936.198667
1059 48 3936.198667
1060 48 3936.198667
1061 48 3936.198667
1062 48 3936.198667
1063 48 3936.198667
1064 48 3936.198667
1065 48 3936.198667
1066 48 3936.198667
1067 48 3936.198667
1068 48 3936.198667
1069 48 3936.198667
1070 48 3936.198667
1071 48 3936.198667
1072 48 3936.198667
1073 48 3936.198667
1074 48 3936.198667
1075 48 3936.198667
1076 48 3936.198667
1077 48 3936.198667
1078 48 3936.198667
1079 48 3936.198667
1080 48 3936.198667
1081 48 3936.198667
1082 48 3936.198667
1083 48 3936.198667
1084 48 3936.198667
1085 48 3936.198667
1086 48 3936.198667
1087 48 3936.198667
1088 48 3936.198667
1089 48 3936.198667
1090 48 3936.198667
1091 48 3936.198667
1092 48 3936.198667
1093 48 3936.198667
1094 48 3936.198667
1095 48 3936.198667
1096 48 3936.198667
1097 48 3936.198667
1098 48 3936.198667
1099 48 3936.198667
1100 48 3936.198667
1101 48 3936.198667
1102 14 1864.510116
1103 14 1864.510116
1104 14 1864.510116
1105 14 1864.510116
1106 14 1864.510116
1107 14 1864.510116
1108 14 1864.510116
1109 14 1864.510116
1110 14 1864.510116
1111 14 1864.510116
1112 14 1864.510116
1113 14 1864.510116
1114 14 1864.510116
1115 14 1864.510116
1116 14 1864.510116
1117 14 1864.510116
1118 14 1864.510116
1119 14 1864.510116
1120 14 1864.510116
1121 14 1864.510116
1122 14 1864.510116
1123 14 1864.510116
1124 14 1864.510116
1125 14 1864.510116
1126 14 1864.510116
1127 14 1864.510116
1128 14 1864.510116
1129 14 1864.510116
1130 14 1864.510116
1131 14 1864.510116
1132 14 1864.510116
1133 14 1864.510116
1134 14 1864.510116
1135 14 1864.510116
1136 14 1864.510116
1137 14 1864.510116
1138 14 1864.510116
1139 14 1864.510116
1140 14 1864.510116
1141 14 1864.510116
1142 14 1864.510116
1143 14 1864.510116
1144 14 1864.510116
1145 14 1864.510116
1146 14 1864.510116
1147 14 1864.510116
1148 14 1864.510116
1149 14 1864.510116
1150 14 1864.510116
1151 14 1864.510116
1152 14 1864.510116
1153 14 1864.510116
1154 14 1864.510116
1155 14 1864.510116
1156 14 1864.510116
1157 14 1864.510116
1158 14 1864.510116
1159 14 1864.510116
1160 14 1864.510116
1161 14 1864.510116
1162 14 1864.510116
1163 14 1864.510116
1164 14 1864.510116
1165 14 1864.510116
1166 14 1864.510116
1167 14 1864.510116
1168 14 1864.510116
1169 14 1864.510116
1170 14 1864.510116
1171 14 1864.510116
1172 14 1864.510116
1173 14 1864.510116
1174 14 1864.510116
1175 14 1864.510116
1176 14 1864.510116
1177 14 1864.510116
1178 14 1864.510116
1179 14 1864.510116
1180 14 1864.510116
1181 14 1864.510116
1182 14 1864.510116
1183 14 1864.510116
1184 14 1864.510116
1185 14 1864.510116
1186 14 1864.510116
1187 14 1864.510116
1188 14 1864.510116
1189 14 1864.510116
1190 14 1864.510116
1191 14 1864.510116
1192 14 1864.510116
1193 14 1864.510116
1194 14 1864.510116
1195 14 1864.510116
1196 14 1864.510116
1197 14 1864.510116
1198 14 1864.510116
1199 14 1864.510116
1200 14 1864.510116
1201 14 1864.510116
1202 30 4147.175505
1203 30 4147.175505
1204 30 4147.175505
1205 30 4147.175505
1206 30 4147.175505
1207 30 4147.175505
1208 30 4147.175505
1209 30 4147.175505
1210 30 4147.175505
1211 30 4147.175505
1212 30 4147.175505
1213 30 4147.175505
1214 30 4147.175505
1215 30 4147.175505
1216 30 4147.175505
1217 30 4147.175505
1218 30 4147.175505
1219 30 4147.175505
1220 30 4147.175505
1221 30 4147.175505
1222 30 4147.175505
1223 30 4147.175505
1224 30 4147.175505
1225 30 4147.175505
1226 30 4147.175505
1227 30 4147.175505
1228 30 4147.175505
1229 30 4147.175505
1230 30 4147.175505
1231 30 4147.175505
1232 30 4147.175505
1233 30 4147.175505
1234 30 4147.175505
1235 30 4147.175505
1236 30 4147.175505
1237 30 4147.175505
1238 30 4147.175505
1239 30 4147.175505
1240 30 4147.175505
1241 30 4147.175505
1242 30 4147.175505
1243 30 4147.175505
1244 30 4147.175505
1245 30 4147.175505
1246 30 4147.175505
1247 30 4147.175505
1248 30 4147.175505
1249 30 4147.175505
1250 30 4147.175505
1251 30 4147.175505
1252 30 4147.175505
1253 30 4147.175505
1254 30 4147.175505
1255 30 4147.175505
1256 30 4147.175505
1257 30 4147.175505
1258 30 4147.175505
1259 30 4147.175505
1260 30 4147.175505
1261 30 4147.175505
1262 30 4147.175505
1263 30 4147.175505
1264 30 4147.175505
1265 30 4147.175505
1266 30 4147.175505
1267 30 4147.175505
1268 30 4147.175505
1269 30 4147.175505
1270 30 4147.175505
1271 30 4147.175505
1272 30 4147.175505
1273 30 4147.175505
1274 30 4147.175505
1275 30 4147.175505
1276 30 4147.175505
1277 30 4147.175505
1278 30 4147.175505
1279 30 4147.175505
1280 30 4147.175505
1281 30 4147.175505
1282 30 4147.175505
1283 30 4147.175505
1284 30 4147.175505
1285 30 4147.175505
1286 30 4147.175505
1287 30 4147.175505
1288 30 4147.175505
1289 30 4147.175505
1290 30 4147.175505
1291 30 4147.175505
1292 30 4147.175505
1293 30 4147.175505
1294 30 4147.175505
1295 30 4147.175505
1296 30 4147.175505
1297 30 4147.175505
1298 30 4147.175505
1299 30 4147.175505
1300 30 4147.175505
1301 30 4147.175505
1302 67 1908.468328
1303 67 1908.468328
1304 67 1908.468328
1305 67 1908.468328
1306 67 1908.468328
1307 67 1908.468328
1308 67 1908.468328
1309 67 1908.468328
1310 67 1908.468328
1311 67 1908.468328
1312 67 1908.468328
1313 67 1908.468328
1314 67 1908.468328
1315 67 1908.468328
1316 67 1908.468328
1317 67 1908.468328
1318 67 1908.468328
1319 67 1908.468328
1320 67 1908.468328
1321 67 1908.468328
1322 67 1908.468328
1323 67 1908.468328
1324 67 1908.468328
1325 67 1908.468328
1326 67 1908.468328
1327 67 1908.468328
1328 67 1908.468328
1329 67 1908.468328
1330 67 1908.468328
1331 67 1908.468328
1332 67 1908.468328
1333 67 1908.468328
1334 67 1908.468328
1335 67 1908.468328
1336 67 1908.468328
1337 67 1908.468328
1338 67 1908.468328
1339 67 1908.468328
1340 67 1908.468328
1341 67 1908.468328
1342 67 1908.468328
1343 67 1908.468328
1344 67 1908.468328
1345 67 1908.468328
1346 67 1908.468328
1347 67 1908.468328
1348 67 1908.468328
1349 67 1908.468328
1350 67 1908.468328
1351 67 1908.468328
1352 67 1908.468328
1353 67 1908.468328
1354 67 1908.468328
1355 67 1908.468328
1356 67 1908.468328
1357 67 1908.468328
1358 67 1908.468328
1359 67 1908.468328
1360 67 1908.468328
1361 67 1908.468328
1362 67 1908.468328
