Generation,Indiv,Father,Mother,EBV
1,204,0,0,1.47649813703
1,205,0,0,0.799808728976
1,206,0,0,1.45640474031
1,207,0,0,0.16887368776
1,208,0,0,1.16525317378
1,209,0,0,0.228940299652
1,210,0,0,0.799897106209
1,211,0,0,0.468135891208
1,212,0,0,1.28972337364
1,213,0,0,0.926099503482
1,214,0,0,0.163853028166
1,215,0,0,1.28720741625
1,216,0,0,0.927280135537
1,217,0,0,0.972910710375
1,218,0,0,0.962208282279
1,219,0,0,0.503686582869
1,220,0,0,0.727323775441
1,221,0,0,0.826862673291
1,222,0,0,0.78708968211
1,223,0,0,1.42322459604
1,224,0,0,0.626205910724
1,225,0,0,0.374516369015
1,226,0,0,0.0125638430647
1,227,0,0,0.307917568866
1,228,0,0,0.207330589386
1,229,0,0,0.117440307912
1,230,0,0,1.44633199567
1,231,0,0,0.0745862526766
1,232,0,0,1.41560927306
1,233,0,0,0.0709306675156
1,234,0,0,0.892572843174
1,235,0,0,0.500670577445
1,236,0,0,1.41599218962
1,237,0,0,1.49970741646
1,238,0,0,0.221107959407
1,239,0,0,0.369248914779
1,240,0,0,0.894814714585
1,241,0,0,0.123822124451
1,242,0,0,0.712505853979
1,243,0,0,0.805835402348
1,244,0,0,0.5090461305
1,245,0,0,0.729974971322
1,246,0,0,1.11204163321
1,247,0,0,0.929374886351
1,248,0,0,0.688657260289
1,249,0,0,1.12133991204
1,250,0,0,0.928931170694
1,251,0,0,1.01928946896
1,252,0,0,0.788790452182
1,253,0,0,0.20131877562
1,254,0,0,0.035906513869
1,255,0,0,0.915305389108
1,256,0,0,0.964980114008
1,257,0,0,0.658380543634
1,258,0,0,0.508516971289
1,259,0,0,1.42147918831
1,260,0,0,1.4265394674
1,261,0,0,0.764656083106
1,262,0,0,0.323204008295
1,263,0,0,0.706352796427
1,264,0,0,0.735179154203
1,265,0,0,1.28455966443
1,266,0,0,0.842767831236
1,267,0,0,1.24395175094
1,268,0,0,0.143626074551
1,269,0,0,1.39263207662
1,270,0,0,0.571745433934
1,271,0,0,0.330024811494
1,272,0,0,0.0684208769032
1,273,0,0,1.23814533519
1,274,0,0,0.893196383151
1,275,0,0,0.587507177401
1,276,0,0,1.18027143931
1,277,0,0,0.601430510859
1,278,0,0,1.39281340754
1,279,0,0,1.32969221053
1,280,0,0,1.31681050366
1,281,0,0,0.252013725448
1,282,0,0,0.19222271433
1,283,0,0,0.693332858132
1,284,0,0,0.214626066102
1,285,0,0,0.552024195651
1,286,0,0,0.238434114754
1,287,0,0,1.0426362024
1,288,0,0,0.912507099024
1,289,0,0,1.10228889079
1,290,0,0,1.10495196187
1,291,0,0,1.1791549705
1,292,0,0,0.469501256925
1,293,0,0,0.560636709827
1,294,0,0,0.25574713786
1,295,0,0,0.983349670807
1,296,0,0,0.295499758178
1,297,0,0,1.02820717154
1,298,0,0,0.391859862416
1,299,0,0,0.840889584521
1,300,0,0,0.836561104645
1,301,0,0,0.254972461316
1,302,0,0,0.353903160931
1,303,0,0,0.594500311143
1,304,0,0,0.58463220932
1,305,0,0,0.385478135319
1,306,0,0,0.725918109574
1,307,0,0,0.0613414913061
1,308,0,0,0.886367143386
1,309,0,0,0.413050791921
1,310,0,0,1.40758924806
1,311,0,0,0.267769610925
1,312,0,0,0.460815591445
1,313,0,0,0.816363646795
1,314,0,0,0.347387652231
1,315,0,0,1.45432297211
1,316,0,0,0.507960049284
1,317,0,0,1.45667219457
1,318,0,0,0.29725536146
1,319,0,0,1.08369266642
1,320,0,0,0.0579809403847
1,321,0,0,0.917499634383
1,322,0,0,0.959027131279
1,323,0,0,0.0940824730148
1,324,0,0,1.1920617014
1,325,0,0,1.45262608441
1,326,0,0,1.35631897634
1,327,0,0,0.236925796759
1,328,0,0,0.27859295475
1,329,0,0,0.530769989145
1,330,0,0,1.04662420499
1,331,0,0,0.88458754034
1,332,0,0,1.47572761868
1,333,0,0,0.683022343116
1,334,0,0,0.612346861587
1,335,0,0,1.32927995352
1,336,0,0,0.0833309906681
1,337,0,0,1.21156783347
1,338,0,0,0.370171683447
1,339,0,0,0.789685877978
1,340,0,0,0.814802920864
1,341,0,0,0.769802082985
1,342,0,0,0.551145036523
1,343,0,0,1.2385858992
1,344,0,0,1.01082231805
1,345,0,0,1.02113911385
1,346,0,0,0.412707505046
1,347,0,0,0.23471402266
1,348,0,0,0.388530996198
1,349,0,0,0.943275005362
1,350,0,0,0.685370207638
1,351,0,0,0.272486613316
1,352,0,0,1.47372197076
1,353,0,0,0.95088551555
1,354,0,0,0.91071236321
1,355,0,0,0.368717595344
1,356,0,0,0.567567657671
1,357,0,0,1.32433047957
1,358,0,0,0.0470387565124
1,359,0,0,0.375669257643
1,360,0,0,0.0310422228986
1,361,0,0,0.431995119146
1,362,0,0,0.428611679849
1,363,0,0,1.01182035733
1,364,0,0,1.08180157077
1,365,0,0,0.193735567303
1,366,0,0,0.341123968226
1,367,0,0,1.35998809795
1,368,0,0,0.332161692635
1,369,0,0,0.767434600818
1,370,0,0,0.163243639198
1,371,0,0,0.796601993096
1,372,0,0,0.564141376446
1,373,0,0,1.45796874636
1,374,0,0,0.789475470148
1,375,0,0,0.209343851212
1,376,0,0,0.784848314659
1,377,0,0,1.42999626784
1,378,0,0,1.16743887391
1,379,0,0,0.807162940773
1,380,0,0,0.217762226569
1,381,0,0,0.332297390645
1,382,0,0,1.33091912426
1,383,0,0,1.39112191857
1,384,0,0,1.13618719341
1,385,0,0,0.645961034977
1,386,0,0,0.0143150479424
1,387,0,0,0.281453213347
1,388,0,0,0.97392738058
1,389,0,0,1.49302434412
1,390,0,0,0.84114216603
1,391,0,0,1.40191099943
1,392,0,0,1.07787955872
1,393,0,0,0.515024170793
1,394,0,0,0.397722459943
1,395,0,0,0.829466336251
1,396,0,0,1.18092562518
1,397,0,0,0.490880755772
1,398,0,0,1.38346686126
1,399,0,0,1.39936027098
1,400,0,0,0.411634210461
1,401,0,0,0.774515534381
1,402,0,0,0.736778905081
1,403,0,0,0.0543347896746
1,404,0,0,0.928483988608
1,405,0,0,0.399353292507
1,406,0,0,0.701527942607
1,407,0,0,0.831555153432
1,408,0,0,1.32475501304
1,409,0,0,1.21334242003
1,410,0,0,0.940150607834
1,411,0,0,0.305589866836
1,412,0,0,0.654204020984
1,413,0,0,0.71453738817
1,414,0,0,1.45630017559
1,415,0,0,0.447070923769
1,416,0,0,0.721404750627
1,417,0,0,0.369610571867
1,418,0,0,0.940871607902
1,419,0,0,0.719555209743
1,420,0,0,0.465118328911
1,421,0,0,1.14379581281
1,422,0,0,1.00092714603
1,423,0,0,0.662109585611
1,424,0,0,0.253035654795
1,425,0,0,1.44071677658
1,426,0,0,1.09203845071
1,427,0,0,1.10042969816
1,428,0,0,0.836750689255
1,429,0,0,1.46158003856
1,430,0,0,0.920012104452
1,431,0,0,0.676419811264
1,432,0,0,1.0734252365
1,433,0,0,1.16514809989
1,434,0,0,0.783175835193
1,435,0,0,1.41561010816
1,436,0,0,1.47942604459
1,437,0,0,1.0393279573
1,438,0,0,0.919804499198
1,439,0,0,1.01985596621
1,440,0,0,1.08094213578
1,441,0,0,1.08284425499
1,442,0,0,0.363650966174
1,443,0,0,0.325644239361
1,444,0,0,0.0725225340012
1,445,0,0,0.692533427319
1,446,0,0,1.39895217402
1,447,0,0,0.457603410265
1,448,0,0,1.37276688312
1,449,0,0,0.622934375744
1,450,0,0,0.0380270081979
1,451,0,0,1.13620244803
1,452,0,0,1.1608345292
1,453,0,0,0.16924906114
1,454,0,0,0.367349942331
1,455,0,0,0.876232227444
1,456,0,0,0.344721583938
1,457,0,0,0.886430282116
1,458,0,0,0.909617383928
1,459,0,0,0.761224180469
1,460,0,0,0.544560978592
1,461,0,0,0.321522022403
1,462,0,0,1.09828106446
1,463,0,0,0.429725119095
1,464,0,0,0.478945342838
1,465,0,0,0.692180671064
1,466,0,0,0.461844954116
1,467,0,0,0.448037451668
1,468,0,0,1.11283401892
1,469,0,0,0.932302993841
1,470,0,0,0.160249830542
1,471,0,0,0.591847252848
1,472,0,0,1.12156153515
1,473,0,0,0.639357254688
1,474,0,0,1.46284499158
1,475,0,0,0.894386443532
1,476,0,0,0.872525546198
1,477,0,0,0.955076757723
1,478,0,0,1.25261336442
1,479,0,0,1.40092783781
1,480,0,0,0.753624078049
1,481,0,0,0.297318351963
1,482,0,0,0.528052071862
1,483,0,0,0.101226873971
1,484,0,0,0.587834832214
1,485,0,0,0.400883288045
1,486,0,0,0.64259678859
1,487,0,0,0.0397552092354
1,488,0,0,0.128910209708
1,489,0,0,0.288982707304
1,490,0,0,0.279735996447
1,491,0,0,0.290742412546
1,492,0,0,0.734078792912
1,493,0,0,1.10048270026
1,494,0,0,0.503320651439
1,495,0,0,1.34118524277
1,496,0,0,1.16019271715
1,497,0,0,0.560561511309
1,498,0,0,0.362762930336
1,499,0,0,0.647012504406
1,500,0,0,1.05802179758
1,501,0,0,0.592910685803
1,502,0,0,0.756677473436
1,503,0,0,0.698192793719
1,504,0,0,0.346060017865
1,505,0,0,1.15868338192
1,506,0,0,1.11500922953
1,507,0,0,1.28233554399
1,508,0,0,0.460332116841
1,509,0,0,1.27686268515
1,510,0,0,0.252049454463
1,511,0,0,0.133616443477
1,512,0,0,0.552429099502
1,513,0,0,0.551062243172
1,514,0,0,0.935532000177
1,515,0,0,0.788850449728
1,516,0,0,0.239093926447
1,517,0,0,0.316743598902
1,518,0,0,0.654788781931
1,519,0,0,0.222613979345
1,520,0,0,1.1611632192
1,521,0,0,0.892246890901
1,522,0,0,0.0276237802001
1,523,0,0,0.279262302532
1,524,0,0,0.980836002516
1,525,0,0,1.41875257267
1,526,0,0,0.171011460825
1,527,0,0,0.647905485174
1,528,0,0,0.830018472554
1,529,0,0,0.732398741929
1,530,0,0,1.22852736359
1,531,0,0,1.00789559628
1,532,0,0,1.27371878222
1,533,0,0,0.709015268507
1,534,0,0,1.13652069654
1,535,0,0,1.21591928273
1,536,0,0,0.130175208882
1,537,0,0,1.42352508078
1,538,0,0,0.722506571365
1,539,0,0,0.174288001998
1,540,0,0,0.139420855997
1,541,0,0,1.19294132416
1,542,0,0,0.0499878239617
1,543,0,0,1.4809147165
1,544,0,0,0.70210463305
1,545,0,0,0.295623090066
1,546,0,0,1.04858175088
1,547,0,0,0.718676567155
1,548,0,0,1.47513029805
1,549,0,0,0.880698171547
1,550,0,0,1.25496771583
1,551,0,0,1.15778693856
1,552,0,0,1.23711087883
1,553,0,0,0.890356966687
1,554,0,0,0.38069307103
1,555,0,0,0.438131435131
1,556,0,0,1.28468121599
1,557,0,0,0.942999111022
1,558,0,0,0.134165743429
1,559,0,0,0.483895062357
1,560,0,0,0.464760930627
1,561,0,0,0.0113199460394
1,562,0,0,1.21237908073
1,563,0,0,1.48226036765
1,564,0,0,1.45418915623
1,565,0,0,0.326041861342
1,566,0,0,0.834121382913
1,567,0,0,0.0913158838167
1,568,0,0,0.715952362203
1,569,0,0,1.09129264817
1,570,0,0,0.48238765051
1,571,0,0,1.3136089136
1,572,0,0,1.48963684743
1,573,0,0,0.053893324789
1,574,0,0,0.516248584844
1,575,0,0,0.83106609812
1,576,0,0,1.38930628627
1,577,0,0,1.15983943357
1,578,0,0,0.861076088344
1,579,0,0,0.591756067949
1,580,0,0,1.48914088559
1,581,0,0,0.0140951923173
1,582,0,0,1.4795137125
1,583,0,0,1.38174270349
1,584,0,0,0.944046514036
1,585,0,0,0.879290640956
1,586,0,0,0.905137700433
1,587,0,0,0.447364409543
1,588,0,0,1.12723477264
1,589,0,0,0.907509566531
1,590,0,0,1.42113727483
1,591,0,0,0.717844714482
1,592,0,0,0.407189914025
1,593,0,0,0.799930620882
1,594,0,0,0.878183775526
1,595,0,0,0.141163714598
1,596,0,0,0.915972765993
1,597,0,0,1.11480351421
1,598,0,0,0.332927637191
1,599,0,0,0.943184438087
1,600,0,0,0.652123711751
1,601,0,0,1.01348279313
1,602,0,0,0.684760893739
1,603,0,0,0.67154317408
1,604,0,0,0.4201400222
1,605,0,0,0.426240684169
1,606,0,0,0.030741150767
1,607,0,0,0.899256475869
1,608,0,0,1.23923564603
1,609,0,0,0.85611222084
1,610,0,0,0.511084312108
1,611,0,0,0.0284152078523
1,612,0,0,0.505107608954
1,613,0,0,1.43673399633
1,614,0,0,0.50475161331
1,615,0,0,0.0331176852304
1,616,0,0,1.29246162513
1,617,0,0,0.635901076868
1,618,0,0,0.184397980893
1,619,0,0,0.135824666198
1,620,0,0,1.20624519064
1,621,0,0,1.46967285998
1,622,0,0,1.14132768128
1,623,0,0,1.20695579859
1,624,0,0,1.08373754352
1,625,0,0,1.23855860388
1,626,0,0,1.29005909709
1,627,0,0,0.402321834482
1,628,0,0,1.44519510175
1,629,0,0,0.0156657340481
1,630,0,0,1.14546474927
1,631,0,0,0.587323547467
1,632,0,0,1.43411073756
1,633,0,0,0.0425978472095
1,634,0,0,0.640664649362
1,635,0,0,1.42462815465
1,636,0,0,0.313832012511
1,637,0,0,0.666171482545
1,638,0,0,0.313964883671
1,639,0,0,0.095159207143
1,640,0,0,0.630426748551
1,641,0,0,1.37148649761
1,642,0,0,1.45331200912
1,643,0,0,1.06157071791
1,644,0,0,1.15681920007
1,645,0,0,1.41342753884
1,646,0,0,1.06239427045
1,647,0,0,0.76996631521
1,648,0,0,0.426834275255
1,649,0,0,0.210024479752
1,650,0,0,0.701285126628
1,651,0,0,0.340450610828
1,652,0,0,0.253581424947
1,653,0,0,1.08766977645
1,654,0,0,0.24434637458
1,655,0,0,1.14364179225
1,656,0,0,0.847937813995
1,657,0,0,1.36229483889
1,658,0,0,1.46630319439
1,659,0,0,0.483668161413
1,660,0,0,0.954089119303
1,661,0,0,0.833155064291
1,662,0,0,1.45227620824
1,663,0,0,1.25454319257
1,664,0,0,0.944786959
1,665,0,0,0.910394814454
1,666,0,0,0.248757592035
1,667,0,0,1.33232358197
1,668,0,0,0.856500854618
1,669,0,0,0.521822482299
1,670,0,0,0.868032067001
1,671,0,0,0.212998913115
1,672,0,0,0.0418139388976
1,673,0,0,1.09345623105
1,674,0,0,0.653290772015
1,675,0,0,1.00841512665
1,676,0,0,0.107106072089
1,677,0,0,0.563348059735
1,678,0,0,0.905633925335
1,679,0,0,0.865060809737
1,680,0,0,0.273458654703
1,681,0,0,0.231707793565
1,682,0,0,1.49307717411
1,683,0,0,0.024119039269
1,684,0,0,1.41784959962
1,685,0,0,1.25557207448
1,686,0,0,1.38012131144
1,687,0,0,0.856735249357
1,688,0,0,1.37147794864
1,689,0,0,1.14299791107
1,690,0,0,0.727096135559
1,691,0,0,1.02997408503
1,692,0,0,0.377787297883
1,693,0,0,0.411887400504
1,694,0,0,1.14061303158
1,695,0,0,0.990765925912
1,696,0,0,0.994792853272
1,697,0,0,0.83486731739
1,698,0,0,1.14688563761
1,699,0,0,1.2509797318
1,700,0,0,0.0246482535727
1,701,0,0,0.510544882812
1,702,0,0,0.104106446949
1,703,0,0,0.745700677243
1,704,0,0,1.21752508486
1,705,0,0,0.113882391826
1,706,0,0,1.09871826247
1,707,0,0,0.650073942731
1,708,0,0,0.134542153359
1,709,0,0,0.509465447412
1,710,0,0,1.1040093063
1,711,0,0,1.01361390919
1,712,0,0,0.271413190524
1,713,0,0,0.203097108866
1,714,0,0,0.181023492512
1,715,0,0,0.75165024933
1,716,0,0,0.251211357325
1,717,0,0,0.978791484857
1,718,0,0,1.44152560209
1,719,0,0,0.690652072888
1,720,0,0,0.807397236605
1,721,0,0,0.526566676895
1,722,0,0,0.0066457487395
1,723,0,0,0.810992124073
1,724,0,0,0.587792345453
1,725,0,0,1.00862969937
1,726,0,0,0.300150115865
1,727,0,0,0.460028466158
1,728,0,0,1.47152834236
1,729,0,0,0.645280955285
1,730,0,0,0.626234396709
1,731,0,0,0.124831780038
1,732,0,0,1.25151735213
1,733,0,0,0.839074731419
1,734,0,0,0.113867951536
1,735,0,0,0.915636357715
1,736,0,0,0.458200477138
1,737,0,0,1.10719521065
1,738,0,0,0.983579147156
1,739,0,0,1.10194450971
1,740,0,0,1.43273805337
1,741,0,0,0.495894076054
1,742,0,0,1.1428615989
1,743,0,0,1.1197994237
1,744,0,0,0.104726898976
1,745,0,0,0.532220825765
1,746,0,0,1.02325381701
1,747,0,0,1.1396096982
1,748,0,0,0.530446664752
1,749,0,0,1.28453152457
1,750,0,0,1.05165419848
1,751,0,0,1.14792694909
1,752,0,0,0.51857624904
1,753,0,0,1.04809519671
1,754,0,0,0.0790405478647
1,755,0,0,0.558932756607
1,756,0,0,1.44748018787
1,757,0,0,0.0405279271314
1,758,0,0,0.41774157468
1,759,0,0,0.836348754631
1,760,0,0,0.0889812853444
1,761,0,0,0.348027092134
1,762,0,0,0.904096853418
1,763,0,0,0.303198008919
1,764,0,0,0.869410255302
1,765,0,0,0.182565209304
1,766,0,0,0.748068553546
1,767,0,0,0.755302697219
1,768,0,0,0.955541571495
1,769,0,0,0.435987466699
1,770,0,0,0.530956431967
1,771,0,0,1.38341451425
1,772,0,0,0.0259935346827
1,773,0,0,0.289958987185
1,774,0,0,1.33691463097
1,775,0,0,0.238132812954
1,776,0,0,0.625422912047
1,777,0,0,1.06657776645
1,778,0,0,0.914259024166
1,779,0,0,0.525480510912
1,780,0,0,0.618413586482
1,781,0,0,1.05148751872
1,782,0,0,0.106251040526
1,783,0,0,0.520308063041
1,784,0,0,0.555305961934
1,785,0,0,0.22852425377
1,786,0,0,0.036558439302
1,787,0,0,0.99339751469
1,788,0,0,0.317219392227
1,789,0,0,0.0387647689232
1,790,0,0,0.013733875633
1,791,0,0,1.48764308123
1,792,0,0,1.14884041952
1,793,0,0,1.49874710656
1,794,0,0,0.442028694242
1,795,0,0,0.788763744956
1,796,0,0,0.109802141822
1,797,0,0,1.4597250391
1,798,0,0,0.659632026809
1,799,0,0,0.776423118293
1,800,0,0,0.630503560712
1,801,0,0,1.20111807322
1,802,0,0,1.46197915019
1,803,0,0,0.438545252383
1,804,0,0,1.05631394617
1,805,0,0,0.401861559228
1,806,0,0,1.02550534551
1,807,0,0,0.464226618723
1,808,0,0,1.23235182717
1,809,0,0,1.30347776476
1,810,0,0,0.546606782536
1,811,0,0,1.24991931728
1,812,0,0,1.44428380797
1,813,0,0,1.19735694349
1,814,0,0,0.00482933952014
1,815,0,0,0.188938380792
1,816,0,0,1.49193598313
1,817,0,0,1.20296097147
1,818,0,0,0.721297227349
1,819,0,0,0.57551113908
1,820,0,0,0.832857505076
1,821,0,0,1.02479757258
1,822,0,0,1.06470571427
1,823,0,0,0.33601401493
1,824,0,0,1.08762586601
1,825,0,0,0.0637925851288
1,826,0,0,0.748739833049
1,827,0,0,0.867462390658
1,828,0,0,1.47515779637
1,829,0,0,1.29980753126
1,830,0,0,0.0919822595624
1,831,0,0,0.73962570184
1,832,0,0,0.315379569159
1,833,0,0,0.786876087159
1,834,0,0,0.811627308295
1,835,0,0,1.47279093699
1,836,0,0,0.901359423923
1,837,0,0,0.396358139389
1,838,0,0,1.27690362101
1,839,0,0,1.33599449053
1,840,0,0,0.870725474891
1,841,0,0,1.30998026378
1,842,0,0,1.15559882098
1,843,0,0,0.62300384358
1,844,0,0,1.02186040298
1,845,0,0,1.2524611714
1,846,0,0,0.630873810407
1,847,0,0,0.392253810298
1,848,0,0,1.12129114465
1,849,0,0,0.528060037855
1,850,0,0,0.469633400661
1,851,0,0,0.64145333484
1,852,0,0,0.281542971918
1,853,0,0,1.12326501758
1,854,0,0,0.358030038999
1,855,0,0,0.739365495644
1,856,0,0,0.909984232659
1,857,0,0,0.427953188246
1,858,0,0,0.093368427633
1,859,0,0,1.03097918217
1,860,0,0,1.07436997405
1,861,0,0,0.963510125845
1,862,0,0,0.10513990806
1,863,0,0,1.40654230726
1,864,0,0,1.16079729345
1,865,0,0,0.524941548298
1,866,0,0,0.713095210772
1,867,0,0,0.661034881367
1,868,0,0,0.383879153532
1,869,0,0,1.07496081643
1,870,0,0,0.438176331032
1,871,0,0,0.983462526239
1,872,0,0,1.4371002581
1,873,0,0,0.752459915914
1,874,0,0,1.20018924883
1,875,0,0,1.44763602711
1,876,0,0,1.25516278797
1,877,0,0,1.40312241709
1,878,0,0,0.910377368521
1,879,0,0,0.759720524403
1,880,0,0,0.819372686222
1,881,0,0,0.704299001178
1,882,0,0,0.669444983979
1,883,0,0,0.251717226621
1,884,0,0,0.559317051986
1,885,0,0,1.26091835244
1,886,0,0,0.429687804229
1,887,0,0,1.29972227978
1,888,0,0,0.649246069219
1,889,0,0,0.536710154915
1,890,0,0,0.939473369938
1,891,0,0,0.356298886445
1,892,0,0,1.41068121113
1,893,0,0,0.553948413119
1,894,0,0,1.20500688577
1,895,0,0,0.600332452048
1,896,0,0,0.671784369431
1,897,0,0,0.576627862413
1,898,0,0,0.590224475378
1,899,0,0,0.657195172831
1,900,0,0,0.68554479747
1,901,0,0,0.399705366182
1,902,0,0,0.724162932309
1,903,0,0,0.498297529161
1,904,0,0,0.386717091839
1,905,0,0,0.742241595578
1,906,0,0,0.71665020394
1,907,0,0,1.32434621408
1,908,0,0,0.448472231285
1,909,0,0,0.338158096598
1,910,0,0,0.813813233435
1,911,0,0,0.244354841472
1,912,0,0,0.902613202791
1,913,0,0,1.07404587613
1,914,0,0,0.671236079878
1,915,0,0,1.10648450282
1,916,0,0,0.545110875573
1,917,0,0,0.864954194711
1,918,0,0,0.815770588506
1,919,0,0,0.646893557683
1,920,0,0,0.563150161202
1,921,0,0,0.852266954119
1,922,0,0,1.10234513377
1,923,0,0,1.06458809808
1,924,0,0,0.926362583113
1,925,0,0,0.838839185423
1,926,0,0,0.965108830388
1,927,0,0,0.535914250299
