Generation,Indiv,Father,Mother,gvNormUnres1,EBV
1,104,0,0,-1.0406254086,-0.85365138975578
1,105,0,0,0.235049188,-0.189357921220022
1,106,0,0,1.0338553567,1.31025914079748
1,107,0,0,0.4197705943,0.358493059779504
1,108,0,0,-0.1626482715,0.23291603164239
1,109,0,0,0.2317958892,-0.649994838579193
1,110,0,0,0.7669674874,1.16863220695496
1,111,0,0,-0.0723330943,-0.219146232623566
1,112,0,0,-1.2694522075,-0.49701687849318
1,113,0,0,-0.3763637244,-0.0692963519586725
1,114,0,0,0.001507083,0.239843312648586
1,115,0,0,-0.5219971165,-0.766189567186944
1,116,0,0,0.3963884143,0.0347913067958934
1,117,0,0,0.3905511658,0.409897355209583
1,118,0,0,-1.4848833594,-0.905181262841818
1,119,0,0,0.3137836785,-0.182545851420458
1,120,0,0,0.30404039,0.898259641655448
1,121,0,0,0.3406811592,0.308743687115561
1,122,0,0,0.2855022881,0.806462727933873
1,123,0,0,-0.8621531372,-0.412458659926473
1,124,0,0,0.2718810886,0.0905623542701956
1,125,0,0,0.7224992761,0.295494230977833
1,126,0,0,-0.5996148713,-0.801763045975696
1,127,0,0,0.5080397181,0.658264736160551
1,128,0,0,-0.2376695143,-0.544136696674059
1,129,0,0,0.2528585721,0.894463802086413
1,130,0,0,0.4551476282,-0.631571611888963
1,131,0,0,0.1145865178,0.0555424663612197
1,132,0,0,-0.5803858052,-0.327343332188968
1,133,0,0,0.2497965635,-0.728321864804519
1,134,0,0,0.4890027034,0.847447177986031
1,135,0,0,0.0140027482,0.510614828163183
1,136,0,0,-0.5457450681,0.0531709200047945
1,137,0,0,-0.0955653151,0.144930812250426
1,138,0,0,-0.163640306,-0.108761823544714
1,139,0,0,-0.5000786419,-1.13467821408013
1,140,0,0,-0.178748273,0.468459888616632
1,141,0,0,-0.2360173726,-0.0270596441010592
1,142,0,0,0.0624102723,0.329441347857528
1,143,0,0,1.3808385299,1.10078572238929
1,144,0,0,0.4695695923,0.532451428879113
1,145,0,0,0.5905381967,0.918024288689515
1,146,0,0,0.214310149,-0.197444916954912
1,147,0,0,0.0280454495,0.443429197959625
1,148,0,0,1.0152044895,1.34577524962108
1,149,0,0,0.3009937133,0.33785892043194
1,150,0,0,-0.7346727719,-0.0163623190665352
1,151,0,0,-0.9732816472,-0.42726801718214
1,152,0,0,-0.7828618092,-0.0555604439479541
1,153,0,0,-0.277814065,-0.0974015439938912
1,154,0,0,0.0252610336,0.840463744226366
1,155,0,0,0.5904237892,1.33632772344752
1,156,0,0,-0.5004685409,-0.404563741386659
1,157,0,0,-0.2295421848,-0.473617424518691
1,158,0,0,-0.8643780714,-1.40252242561915
1,159,0,0,0.5234332761,0.649162421643225
1,160,0,0,-0.5156437541,-0.450721205776417
1,161,0,0,-0.856552083,-0.921833091614594
1,162,0,0,-0.8388686723,-0.721401477022587
1,163,0,0,-0.9686352632,-1.32910805112247
1,164,0,0,-0.2988118147,-0.613530997093218
1,165,0,0,-0.1040729282,0.716695533643967
1,166,0,0,0.3165388987,0.692414267513417
1,167,0,0,0.9904461495,0.60276406864772
1,168,0,0,-0.7517207882,-0.820120090066571
1,169,0,0,-0.0154000507,0.120586229718176
1,170,0,0,1.8351957979,1.61733498069707
1,171,0,0,-0.2001828426,-0.378434813078954
1,172,0,0,0.7340779985,0.554814628520628
1,173,0,0,-0.3868651031,-0.261226172505932
1,174,0,0,0.313204906,-0.137684977854274
1,175,0,0,0.2562370034,0.431615286149939
1,176,0,0,0.1092850299,-0.101556225653169
1,177,0,0,-0.1772697362,-0.384156962698367
1,178,0,0,-0.6529652592,0.0231982480443299
1,179,0,0,-0.0471180886,-0.30169479081107
1,180,0,0,0.8133419006,1.10148828861437
1,181,0,0,-0.0953283845,-0.973873785189516
1,182,0,0,1.160173102,1.28339228220991
1,183,0,0,0.4699085347,0.826160340058184
1,184,0,0,-1.4971125455,-0.926216229527059
1,185,0,0,0.7090597306,1.17342426615951
1,186,0,0,0.7469198904,0.724265775353895
1,187,0,0,0.6683034962,1.05172734843507
1,188,0,0,-0.0065010575,-0.86092341120358
1,189,0,0,-0.3055585922,-0.0854102968495993
1,190,0,0,-0.7173728347,-0.745060764243913
1,191,0,0,-0.8406541338,-0.524894664756629
1,192,0,0,0.3843527363,-0.07270429471282
1,193,0,0,-0.4290856542,-0.762481793967015
1,194,0,0,-0.6288911404,0.281682517196121
1,195,0,0,-1.3259669025,-0.806483843049579
1,196,0,0,0.3217268307,-0.786838384337896
1,197,0,0,-1.1850647619,-1.26526210482715
1,198,0,0,-1.3852354869,-0.994130674886514
1,199,0,0,0.4533603001,0.401332098301706
1,200,0,0,-0.9741128938,-0.733952617671713
1,201,0,0,-0.5490728442,-0.366251406844311
1,202,0,0,0.0451058711,0.221000813210976
1,203,0,0,-0.3086951241,0.113622067264995
1,204,0,0,-0.1641683361,-0.160486136846629
1,205,0,0,-0.1270020034,-0.0424019706213537
1,206,0,0,0.8567312725,0.293652107378168
1,207,0,0,0.4207207979,0.209722656866859
1,208,0,0,0.0724046398,-0.128279243935452
1,209,0,0,-0.6314524733,-0.347294835767673
1,210,0,0,0.2748080953,0.316587622807911
1,211,0,0,0.5838489535,0.308267023720469
1,212,0,0,1.0929613069,1.29091808346399
1,213,0,0,0.0076895405,-0.772078204709637
1,214,0,0,0.2500341688,0.159656225239104
1,215,0,0,0.0169735959,-0.372958406333577
1,216,0,0,-0.2621802812,0.547531804432438
1,217,0,0,0.2381366037,-0.60400054609876
1,218,0,0,0.3406811592,0.604959103001864
1,219,0,0,0.5626794978,1.11986739236773
1,220,0,0,0.1626919709,0.846848636470266
1,221,0,0,-0.8409849432,-0.795539369281225
1,222,0,0,-0.4272477462,-0.921004869181524
1,223,0,0,-0.7369182198,-1.29250038893002
1,224,0,0,-1.1149357158,-0.989920741014471
1,225,0,0,-0.1491948997,-0.127888530354187
1,226,0,0,-0.8862241755,-0.0269611836157452
1,227,0,0,-0.1574577593,-0.204957697548027
1,228,0,0,-0.304275292,-0.39999201933978
1,229,0,0,1.0322365319,0.795413456620042
1,230,0,0,-0.3248767239,0.0429977340390603
1,231,0,0,0.8079133696,0.349280246905756
1,232,0,0,0.4309523881,0.0828681960581729
1,233,0,0,0.3175124402,-0.185256269471551
1,234,0,0,-0.8008147098,-0.0533807944965785
1,235,0,0,0.0353343697,-0.224361811014444
1,236,0,0,-0.8766012569,-0.349723228161269
1,237,0,0,0.3669831366,0.845506016269556
1,238,0,0,-0.2681073856,-0.280611571166425
1,239,0,0,-0.5415843553,-1.18719271690051
1,240,0,0,0.2258951145,0.797355678436225
1,241,0,0,0.2163718803,0.458264483742154
1,242,0,0,-0.6161385599,0.155390898725097
1,243,0,0,0.8431405565,0.46863256548869
1,244,0,0,0.5921024201,0.174959880892988
1,245,0,0,-0.1866392981,0.118340904514678
1,246,0,0,-0.9582973631,-0.704749337972164
1,247,0,0,0.1084970405,-0.618912269419639
1,248,0,0,0.0873614152,0.201336702582329
1,249,0,0,-0.0580639846,0.369990719402107
1,250,0,0,0.5560113856,0.434410835044482
1,251,0,0,0.8916535293,1.42923301173204
1,252,0,0,-1.1681492958,-0.70097098667835
1,253,0,0,0.1281692146,-0.139786619779042
1,254,0,0,0.7231095719,0.323769524793625
1,255,0,0,0.8953411105,1.16889788428159
1,256,0,0,0.2278678508,0.421142004375562
1,257,0,0,0.4044167034,0.579744058363065
1,258,0,0,0.1374309698,0.403102436882053
1,259,0,0,-0.0157297008,-0.533298774463037
1,260,0,0,-1.3483960772,-0.721262087544306
1,261,0,0,-0.5275725948,-0.481438468595524
1,262,0,0,-1.1048374216,-1.05530312995551
1,263,0,0,0.6792222644,0.253830447436126
1,264,0,0,-1.3532017016,-0.465092542791998
1,265,0,0,1.5094245153,1.61572725378743
1,266,0,0,-0.2262755493,-0.522118270861658
1,267,0,0,0.5518976336,0.26708551656146
1,268,0,0,0.5602591136,-0.176286912033227
1,269,0,0,0.5333324721,0.723806177857793
1,270,0,0,-0.0265693853,-0.344976943656632
1,271,0,0,0.7440810247,1.41488758767432
1,272,0,0,1.3218586016,1.29864652947328
1,273,0,0,-0.2083544438,0.22201030750655
1,274,0,0,0.3324261921,0.501680787602889
1,275,0,0,0.4764799232,0.68654556218039
1,276,0,0,0.2169776046,-0.0828377340296428
1,277,0,0,-0.3875252463,0.369276564888215
1,278,0,0,0.2012347774,0.368772839931919
1,279,0,0,-0.1845690088,0.371862739548803
1,280,0,0,-1.3495947638,-1.35856649385501
1,281,0,0,0.3281859563,0.107360746272162
1,282,0,0,-0.3688751286,-0.0723045619296114
1,283,0,0,-0.3838810194,-0.885263845079595
1,284,0,0,-0.1931462443,-0.240709426112929
1,285,0,0,-0.1399046877,-0.974589003396726
1,286,0,0,-0.0933999517,-1.09179197010407
1,287,0,0,0.9620099924,0.697736080497844
1,288,0,0,0.7570087227,0.350323982001456
1,289,0,0,-0.2131456818,0.851766744670803
1,290,0,0,-0.1513359479,-0.857800759536971
1,291,0,0,0.3096168297,0.846474765625029
1,292,0,0,0.4106716293,-0.255183072445755
1,293,0,0,0.4280036335,-0.0636509787269255
1,294,0,0,0.3879038672,0.532640440342105
1,295,0,0,-1.261036536,-0.955694644026112
1,296,0,0,-0.1074501016,0.0536852821785316
1,297,0,0,1.1115440734,0.211863998443933
1,298,0,0,0.2400620302,0.329780976923702
1,299,0,0,0.5392145531,1.38993834879204
1,300,0,0,-0.2074684474,-0.433825474959087
1,301,0,0,0.4236444094,-0.237130741048166
1,302,0,0,1.1802424617,0.890870792638227
1,303,0,0,1.0325916717,1.13283890844857
1,304,0,0,-0.3197360526,0.0985380904285864
1,305,0,0,-1.4830608438,-1.20982051019739
1,306,0,0,-0.3787762021,0.157807529898291
1,307,0,0,-1.7043496202,-1.00860008216157
1,308,0,0,0.344240332,0.582155980161094
1,309,0,0,0.3824150869,0.485871313624138
1,310,0,0,-0.2384213457,-0.626859693585203
1,311,0,0,0.1065535104,-0.2040756788485
1,312,0,0,0.4227568939,0.899139296577173
1,313,0,0,0.7065816568,0.504757887452739
1,314,0,0,0.2578033636,-0.376804935613085
1,315,0,0,-0.7198534824,-0.627272994423978
1,316,0,0,-0.7735420921,-0.41209968695193
1,317,0,0,0.4746402298,-0.227328566297418
1,318,0,0,-0.8153741888,-1.45586786690587
1,319,0,0,0.2835607162,1.02423325786381
1,320,0,0,1.3900132913,1.3960183616811
1,321,0,0,0.3857819471,0.58472780943579
1,322,0,0,0.4752527337,1.06971349095417
1,323,0,0,-0.1923785432,-0.108877751525546
1,324,0,0,0.5024553398,0.489161275562771
1,325,0,0,0.5168994056,0.47359055844865
1,326,0,0,-0.4034330613,-0.43942060040164
1,327,0,0,1.1645236692,0.902660699070031
1,328,0,0,-0.4112152108,0.899565071107293
1,329,0,0,0.4680454729,0.356751375088594
1,330,0,0,-1.018817586,-0.774938967269302
1,331,0,0,-0.2076495958,-0.714030542754801
1,332,0,0,-0.4558689246,-0.467750683835331
1,333,0,0,-0.3783677339,-0.573157331723264
1,334,0,0,0.9337258409,0.952781891663189
1,335,0,0,0.0579873807,-0.00850966495158158
1,336,0,0,-0.1144804389,0.386534847851125
1,337,0,0,1.3620033207,-0.037422529164959
1,338,0,0,-0.060689424,-0.27207399980942
1,339,0,0,0.4495001736,0.430088793445863
1,340,0,0,-0.2956035193,-0.851349634184343
1,341,0,0,0.4927017816,0.619716645439012
1,342,0,0,-0.6689134901,-1.10303852674681
1,343,0,0,0.9041333924,1.09678521607205
1,344,0,0,0.9599382329,1.59101714249973
1,345,0,0,-0.5343667401,-0.68499907997404
1,346,0,0,0.4727164432,-0.422299268013309
1,347,0,0,-0.0782414343,-0.300331271856263
1,348,0,0,-0.6282008814,-0.853263928797208
1,349,0,0,0.4147874629,0.446231497007504
1,350,0,0,-1.0706751937,-0.871472171012008
1,351,0,0,-0.2737257823,0.190783675601944
1,352,0,0,0.756147298,0.868132888039995
1,353,0,0,-0.234845005,-0.383353060560004
1,354,0,0,-0.7363336461,-0.272041942732184
1,355,0,0,0.0222367403,-0.0423245201297002
1,356,0,0,0.5478259417,0.0167666880515449
1,357,0,0,-0.4784791902,-0.485402169630266
1,358,0,0,-0.3667264515,0.237449102644592
1,359,0,0,0.2375722194,-0.384977789951744
1,360,0,0,-1.4209962911,-1.29668136554578
1,361,0,0,-0.1105962356,-1.17683080169232
1,362,0,0,1.1231421405,0.894615484524081
1,363,0,0,-0.2051037234,-0.182478548298504
1,364,0,0,-0.4033931925,-0.983990511851603
1,365,0,0,-0.1819196984,0.146868611169449
1,366,0,0,-0.0668469692,0.349601144803692
1,367,0,0,-0.8137826399,-1.76590753449408
1,368,0,0,0.0192679495,0.0562430016591335
1,369,0,0,0.8638023762,0.658074387774828
1,370,0,0,0.0266223428,-0.527751859288712
1,371,0,0,0.1063436815,0.219976706122323
1,372,0,0,-0.3285926279,-0.577432372603569
1,373,0,0,-1.5271583928,-1.61611670008009
1,374,0,0,-0.2193014114,-0.0271503369795444
1,375,0,0,-1.568630847,-1.87410035263951
1,376,0,0,0.7772641478,1.0893590972253
1,377,0,0,-1.6011144426,-1.51367286347349
1,378,0,0,-0.4631173946,-0.860443513411147
1,379,0,0,-0.2801360647,-0.0575709389971472
1,380,0,0,1.0821101606,0.771587385526871
1,381,0,0,-0.8135990672,-0.758883371326966
1,382,0,0,-0.1663941332,-0.509516414019927
1,383,0,0,0.7981984234,1.0370487011147
1,384,0,0,0.3296515711,0.12240823211871
1,385,0,0,0.8836700918,0.372633582364768
1,386,0,0,-0.8514642962,-0.416564169151572
1,387,0,0,0.5425532104,0.845096405401847
1,388,0,0,1.2981487601,1.67779234365834
1,389,0,0,0.4010557419,0.660355167399302
1,390,0,0,-0.3536409931,-0.201125251722042
1,391,0,0,0.6887320394,-0.221536888786267
1,392,0,0,0.435958633,0.291911826388866
1,393,0,0,0.319447189,0.788240492224371
1,394,0,0,0.6491972678,0.832135887701774
1,395,0,0,0.1700456347,0.447679471487656
1,396,0,0,0.6849963299,-0.0439563102033841
1,397,0,0,-0.4416236798,-0.114328384523802
1,398,0,0,1.1601433109,1.27464252601996
1,399,0,0,1.7101126223,1.36357237708465
1,400,0,0,-1.0732225064,-0.408914769846077
1,401,0,0,-0.5166431199,-0.723946133022827
1,402,0,0,0.8159007795,0.47424735113581
1,403,0,0,0.546083138,0.93146893899603
1,404,0,0,-0.1675865864,-0.33604233367215
1,405,0,0,0.8667675899,0.891697443076104
1,406,0,0,0.95996707,1.06586360279025
1,407,0,0,0.8842752395,0.357854934967276
1,408,0,0,-0.8764318663,-0.905923433118273
1,409,0,0,-1.2048305597,-1.2327275201256
1,410,0,0,0.3443873985,-0.00112837999816989
1,411,0,0,-0.7420421988,0.332991511355081
1,412,0,0,0.7209287953,0.469000544439939
1,413,0,0,0.5938342028,0.903731636502604
1,414,0,0,0.317407415,0.022681941558777
1,415,0,0,0.6037610618,0.29696836522977
1,416,0,0,1.3786299759,0.0410094587152956
1,417,0,0,-0.5085437904,-0.783693413499016
1,418,0,0,-0.2748621417,0.306552841732732
1,419,0,0,0.0448461822,-0.165260068657429
1,420,0,0,-0.735144133,-0.74809976301403
1,421,0,0,-1.7859555954,-1.71574138617314
1,422,0,0,-0.0622684217,-0.425306651482789
1,423,0,0,-1.0531848076,-1.10553611067126
1,424,0,0,-1.0972256979,-1.1744321848597
1,425,0,0,0.2478817997,0.223591960426267
1,426,0,0,0.5874955367,1.45495263284851
1,427,0,0,0.578496105,0.803877706730169
1,428,0,0,0.1397350946,0.222857561077293
1,429,0,0,0.5330243958,0.825958740828929
1,430,0,0,0.3566964569,0.0062796540105437
1,431,0,0,0.4272333884,1.08967531058506
1,432,0,0,-0.1063233725,0.664336057698872
1,433,0,0,0.8572912627,-0.248769479001587
1,434,0,0,0.3725677255,1.30059118516799
1,435,0,0,-0.6929133744,-0.562829951306618
1,436,0,0,0.8929446668,1.28760426648862
1,437,0,0,1.093928253,0.452134480537651
1,438,0,0,0.612209593,1.08213824939613
1,439,0,0,0.2308252769,0.825281064447379
1,440,0,0,-0.1987660892,-0.234552066908092
1,441,0,0,-1.6951975356,-0.970588685458246
1,442,0,0,0.3896708209,-0.496578112771258
1,443,0,0,0.5597076478,0.750403299752454
1,444,0,0,-1.034901306,-1.61552099729034
1,445,0,0,-0.0091895601,0.377569593424077
1,446,0,0,0.2239395233,0.337133228215119
1,447,0,0,0.9272309882,1.58810409056266
1,448,0,0,-0.3504992599,-0.174156606750035
1,449,0,0,0.740988202,0.624961101748217
1,450,0,0,0.4239038366,0.13378214090949
1,451,0,0,0.1192767195,-0.463113895814815
1,452,0,0,0.7736637102,0.297529409867707
1,453,0,0,0.5455222811,0.0279914274884095
1,454,0,0,1.1604327909,1.62845915750518
1,455,0,0,0.2238550381,-0.140011896265081
1,456,0,0,-1.2074876708,-0.890676604393604
1,457,0,0,-0.7006775659,-1.11760585118748
1,458,0,0,0.1611625831,0.291507605555156
1,459,0,0,0.3142199424,0.569931824091316
1,460,0,0,0.0861301125,0.465486819113454
1,461,0,0,-0.3213406913,-0.299991008728324
1,462,0,0,0.066048509,0.138192621922346
1,463,0,0,-0.8843536123,-0.47745044325622
1,464,0,0,1.2899237131,1.61747208840063
1,465,0,0,-0.3060433572,0.348630815594734
1,466,0,0,-1.0685275102,-0.421941510284264
1,467,0,0,-0.7683757896,-0.978465596195405
1,468,0,0,0.6469378583,1.32380802397078
1,469,0,0,0.2395840785,0.232408960642484
1,470,0,0,0.0809003598,-0.186155480536936
1,471,0,0,-0.244116359,-0.193525975165382
1,472,0,0,0.4176324474,0.399706689375199
1,473,0,0,-0.402206082,-0.950901442435133
1,474,0,0,0.758372522,0.330105857596542
1,475,0,0,0.7858853184,0.89546569716663
1,476,0,0,-0.0917684196,0.227321791936758
1,477,0,0,0.5231072481,-0.626985224297743
1,478,0,0,-0.6749035067,0.285526399268713
1,479,0,0,1.5627686972,2.36780823932619
1,480,0,0,1.0576429376,0.702742738518756
1,481,0,0,-0.4835547105,0.232990589517708
1,482,0,0,-0.43311871,-0.605523602316329
1,483,0,0,-1.3525135652,-1.56150959834779
1,484,0,0,1.1512463029,1.4398301434572
1,485,0,0,1.0895999894,0.949858490412225
1,486,0,0,0.6148929829,-0.104184806846899
1,487,0,0,0.1200091104,0.570079149598137
1,488,0,0,0.8524424844,-0.224405036795696
1,489,0,0,-0.9727484894,-1.0762565820815
1,490,0,0,-0.3333716178,-0.429540697751316
1,491,0,0,1.3250832901,1.44434489497383
1,492,0,0,-0.268989846,0.321445808779334
1,493,0,0,-1.2586576554,-0.0813540240335602
1,494,0,0,0.6053653871,1.30451747920384
1,495,0,0,0.4993443262,0.911245552241349
1,496,0,0,-0.8185040307,-1.0593846798054
1,497,0,0,0.6881015836,0.0088066396225619
1,498,0,0,0.9106433312,0.0949826435150153
1,499,0,0,0.5394455973,0.230962714960503
1,500,0,0,-0.3119031694,-0.326781109487622
1,501,0,0,1.7812441777,1.71877387437537
1,502,0,0,0.1230606039,0.0888812602430818
1,503,0,0,1.0257885443,1.07814392687609
1,504,0,0,-0.4258031179,-0.638561402876966
1,505,0,0,-0.0095959547,-0.0829580969913073
1,506,0,0,0.2951045077,0.299647074094907
1,507,0,0,0.332529189,0.0292106000127942
1,508,0,0,1.2062154673,0.733078083636324
1,509,0,0,-1.1855727321,-0.956835184426085
1,510,0,0,0.8675050522,0.350404647383255
1,511,0,0,-1.705844664,-1.72604596419907
1,512,0,0,0.2146702667,0.182625870284837
1,513,0,0,0.2446149166,-0.0169032024849532
1,514,0,0,0.6968705976,0.71240692441562
1,515,0,0,-0.0866943341,-0.119400848215654
1,516,0,0,-0.5635479128,-1.71888115105485
1,517,0,0,-0.1084480269,0.300238460182726
1,518,0,0,0.9485216915,0.295743591586816
1,519,0,0,0.1092127348,0.131569347793279
1,520,0,0,-0.5084591031,-0.0797882282911399
1,521,0,0,-0.0221966009,0.514372411575185
1,522,0,0,0.4032053205,0.575127165856788
1,523,0,0,-0.3343561002,-0.625966458345118
1,524,0,0,0.1248659817,-0.425552843094599
1,525,0,0,0.8096370401,0.476510381342468
1,526,0,0,0.5705074635,0.223538356141763
1,527,0,0,0.9080160686,-0.120232993397707
1,528,0,0,0.437799984,0.780605141653988
1,529,0,0,0.3668929629,0.590737797715218
1,530,0,0,-0.1043927934,-0.217403229078483
1,531,0,0,-0.6977360519,-1.14127961448066
1,532,0,0,1.5554434399,1.06288064619878
1,533,0,0,0.0839887682,0.0887784794492885
1,534,0,0,1.1795025593,1.15106234742661
1,535,0,0,-0.2408256008,-0.650510149081196
1,536,0,0,0.6612786461,0.566616359034124
1,537,0,0,0.2202463091,-0.203301842715415
1,538,0,0,0.8016598129,0.815866731325559
1,539,0,0,-0.7056241538,-1.04787407760622
1,540,0,0,-0.0557168852,-0.609775669269222
1,541,0,0,0.2197236339,0.721561600819455
1,542,0,0,-0.5852555857,-1.16302682414086
1,543,0,0,-0.7611146533,-0.479704422406541
1,544,0,0,-0.1409545442,-0.6928714034308
1,545,0,0,1.4984654606,1.51638366489598
1,546,0,0,0.7672271763,1.25683890191189
1,547,0,0,0.0342619608,-0.0589923239337425
1,548,0,0,0.6599909481,1.01998615845469
1,549,0,0,-0.6209776321,-0.876871422018409
1,550,0,0,-0.3732964503,0.0761457561274569
1,551,0,0,0.2578843397,0.0985086361655155
1,552,0,0,-1.0628859772,-0.746728582886648
1,553,0,0,0.1331986697,0.461146690182823
1,554,0,0,-0.0407122058,-0.455504686219552
1,555,0,0,-0.7915770258,-0.278092716440798
1,556,0,0,0.0051590306,0.0763809182434226
1,557,0,0,0.4159740779,0.173445938486831
1,558,0,0,-1.0231769379,-0.626065500711591
1,559,0,0,-0.0944426835,0.202683313836082
1,560,0,0,-1.6926617438,-1.09354147381298
1,561,0,0,-0.4313305671,0.098365920800064
1,562,0,0,-0.220622916,0.284118464756773
1,563,0,0,0.9895091459,0.84133133994137
1,564,0,0,0.5499066793,0.429623072661733
1,565,0,0,-0.351367511,-0.61442784394011
1,566,0,0,0.0344088917,0.558278140575132
1,567,0,0,0.4573796143,0.646847987619677
1,568,0,0,-0.5556466497,-0.494180248794407
1,569,0,0,-0.874929689,-0.936545218485481
1,570,0,0,0.8511735777,0.857325398912258
1,571,0,0,0.658246163,0.553944956713929
1,572,0,0,0.1719433161,-0.473173427730197
1,573,0,0,0.5694250553,1.10374753688045
1,574,0,0,-0.0739672665,0.481785691620737
1,575,0,0,-0.2668420489,-0.382538466159166
1,576,0,0,-0.414378592,-0.318813744391841
1,577,0,0,0.9805823468,2.03054760873756
1,578,0,0,0.2388938341,-0.154338355558108
1,579,0,0,0.9919681618,0.881041790984705
1,580,0,0,0.6337249468,0.457259890064802
1,581,0,0,-0.4226151115,0.314949832738267
1,582,0,0,0.8072869147,0.556657545345169
